school_year,school_year_start,school_year_end,district,district_code,school,school_norm,school_code,school_id,panel_school_id,grad_4yr_cohort_members,grad_4yr_graduates,grad_4yr_graduation_rate,grad_4yr_graduation_rate_male,grad_4yr_graduation_rate_female,grad_4yr_graduation_rate_white,grad_4yr_graduation_rate_black,grad_4yr_graduation_rate_hispanic,grad_4yr_graduation_rate_asian,grad_4yr_graduation_rate_indian,grad_4yr_graduation_rate_multi_racial,grad_4yr_graduation_rate_pacific_islander,grad_4yr_graduation_rate_ell,grad_4yr_graduation_rate_spec_ed,grad_4yr_graduation_rate_low_ses,grad_4yr_graduation_rate_military_connected,grad_4yr_graduation_rate_homeless,grad_4yr_graduation_rate_foster_care,grad_5yr_cohort_members,grad_5yr_graduates,grad_5yr_graduation_rate,grad_5yr_graduation_rate_male,grad_5yr_graduation_rate_female,grad_5yr_graduation_rate_white,grad_5yr_graduation_rate_black,grad_5yr_graduation_rate_hispanic,grad_5yr_graduation_rate_asian,grad_5yr_graduation_rate_indian,grad_5yr_graduation_rate_multi_racial,grad_5yr_graduation_rate_pacific_islander,grad_5yr_graduation_rate_ell,grad_5yr_graduation_rate_spec_ed,grad_5yr_graduation_rate_low_ses,grad_5yr_graduation_rate_military_connected,grad_5yr_graduation_rate_homeless,grad_5yr_graduation_rate_foster_care,source_file_grad_4yr,source_sheet_grad_4yr,source_file_grad_5yr,source_sheet_grad_5yr
2016-2017,2016,2017,Barbour,2,Philip Barbour High School Complex,philip barbour high school complex,501,2501,schoolid_2501,172,157,0.9128000000000001,0.9079999999999999,0.9176000000000001,0.9129999999999999,0.6667000000000001,1.0,,,1.0,,,0.7742,0.9181,,,,162,146,0.9012,0.8556,0.9582999999999999,0.8993000000000001,1.0,1.0,1.0,1.0,0.8,,,0.8966,0.8845999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Berkeley,4,Hedgesville High School,hedgesville high school,501,4501,schoolid_4501,273,255,0.9340999999999999,0.8832,0.9853000000000001,0.9398000000000001,0.9118,0.9375,0.0,1.0,1.0,1.0,,0.7188,0.8896,,,,261,234,0.8966,0.8898,0.903,0.9063,0.8,0.8332999999999999,1.0,,1.0,,,0.7027,0.8692,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Berkeley,4,Martinsburg High School,martinsburg high school,502,4502,schoolid_4502,346,309,0.8931,0.8774,0.9057999999999999,0.8884000000000001,0.9296,0.9655,1.0,,0.6842,1.0,,0.7895,0.8528,,,,287,261,0.9094,0.8732,0.9448000000000001,0.914,0.8983,0.9118,1.0,,0.75,,,0.8158,0.8976999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Berkeley,4,Musselman High School,musselman high school,503,4503,schoolid_4503,365,358,0.9808,0.9787,0.9831,0.9781,1.0,1.0,1.0,,1.0,,,0.95,0.9743999999999999,,,,325,318,0.9784999999999999,0.9818000000000001,0.975,0.9783,1.0,0.9473999999999999,,1.0,1.0,,,0.9211,0.986,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Berkeley,4,Spring Mills High School,spring mills high school,504,4504,schoolid_4504,302,289,0.9570000000000001,0.9484,0.966,0.9481999999999999,1.0,1.0,1.0,,1.0,,,0.9429000000000001,0.9247,,,,266,243,0.9135,0.88,0.9433,0.9083,1.0,0.8125,1.0,1.0,1.0,,,0.7837999999999999,0.875,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Boone,6,Scott High School,scott high school,501,6501,schoolid_6501,166,145,0.8734999999999999,0.875,0.8718,0.8726999999999999,1.0,,,,,,,0.7391,0.8734999999999999,,,,156,138,0.8845999999999999,0.8764,0.8955,0.8824,1.0,1.0,,1.0,,,,0.6552,0.8101,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Boone,6,Sherman High School,sherman high school,502,6502,schoolid_6502,94,86,0.9148999999999999,0.9388,0.8889,0.914,1.0,,,,,,,0.7222,0.9148999999999999,,,,90,82,0.9111,0.9412,0.8718,0.9111,,,,,,,,0.8181999999999999,0.8723000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Boone,6,Van Junior/Senior High School,van junior/senior high school,503,6503,schoolid_6503,37,31,0.8378,0.7333,0.9091,0.8378,,,,,,,,0.6,0.8378,,,,28,22,0.7857,0.8125,0.75,0.8148000000000001,0.0,,,,,,,0.4,0.7368000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Braxton,8,Braxton County High School,braxton county high school,501,8501,schoolid_8501,151,136,0.9007,0.8809999999999999,0.9254000000000001,0.9007,,,,,,,,0.7308,0.9007,,,,158,137,0.8671,0.8029999999999999,0.9129999999999999,0.8636,1.0,,1.0,,1.0,,,0.5417000000000001,0.8161,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Brooke,10,Brooke High School,brooke high school,502,10502,schoolid_10502,223,205,0.9193000000000001,0.9135,0.9244,0.9174,,,,,1.0,,,0.8462000000000001,0.9269,,,,235,219,0.9319,0.9091,0.9520000000000001,0.9414,0.8332999999999999,1.0,0.5,,0.75,,,0.7436,0.9231,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Cabell,12,Cabell Midland High School,cabell midland high school,550,12550,schoolid_12550,470,419,0.8915000000000001,0.8484999999999999,0.9331,0.8916,1.0,0.6667000000000001,1.0,,1.0,,,0.7593000000000001,0.8908,,,,476,426,0.895,0.865,0.9247,0.8935,1.0,0.8,1.0,,1.0,,,0.7646999999999999,0.8623999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Cabell,12,Huntington High School,huntington high school,560,12560,schoolid_12560,422,313,0.7417,0.6804000000000001,0.8079000000000001,0.7359,0.8,0.75,,,0.6923,,,0.6324000000000001,0.7429000000000001,,,,403,314,0.7792,0.7653,0.7947,0.777,0.7968999999999999,0.7143,0.6,1.0,0.8,,,0.7,0.755,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Calhoun,14,Calhoun Middle/High School,calhoun middle/high school,501,14501,schoolid_14501,63,59,0.9365000000000001,0.9355,0.9375,0.9365000000000001,,,,,,,,0.9,0.9365000000000001,,,,77,73,0.9481,0.9512,0.9444,0.9473999999999999,,,,,1.0,,,1.0,0.92,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Clay,16,Clay County High School,clay county high school,501,16501,schoolid_16501,131,117,0.8931,0.8833,0.9014,0.9,0.0,,,,,,,0.7857,0.8931,,,,130,118,0.9077,0.9403,0.873,0.9077,,,,,,,,0.7273000000000001,0.8718,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Doddridge,18,Doddridge County High School,doddridge county high school,501,18501,schoolid_18501,100,96,0.96,0.9795999999999999,0.9412,0.9579000000000001,1.0,,,,1.0,,,0.8332999999999999,0.96,,,,87,82,0.9425,0.9333,0.9523999999999999,0.9523999999999999,,1.0,,1.0,0.0,,,1.0,0.9167000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Fayette,20,Fayetteville High School,fayetteville high school,501,20501,schoolid_20501,89,83,0.9326000000000001,0.9111,0.9545,0.9301999999999999,1.0,1.0,,,1.0,,,0.9444,0.9326000000000001,,,,82,73,0.8902,0.84,0.9688,0.8861,1.0,,1.0,,,,,0.7273000000000001,0.9286,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Fayette,20,Meadow Bridge High School,meadow bridge high school,503,20503,schoolid_20503,39,35,0.8974,0.9444,0.8571,0.8919,1.0,,,1.0,,,,0.6667000000000001,0.8974,,,,47,40,0.8511,0.8462000000000001,0.8571,0.8478,,,,1.0,,,,0.625,0.7778,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Fayette,20,Midland Trail High School,midland trail high school,504,20504,schoolid_20504,91,79,0.8681,0.8837,0.8542000000000001,0.8681,,,,,,,,0.44439999999999996,0.8681,,,,83,74,0.8916,0.8542000000000001,0.9429000000000001,0.8902,1.0,,,,,,,0.5714,0.8824,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Fayette,20,Oak Hill High School,oak hill high school,506,20506,schoolid_20506,192,153,0.7968999999999999,0.7521,0.8732,0.7917000000000001,0.8125,,,,0.875,,,0.5172,0.7968999999999999,,,,229,184,0.8035,0.7288,0.8829,0.7961,0.8421,1.0,,,1.0,,,0.5,0.7442,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Fayette,20,Valley High School,valley high school,507,20507,schoolid_20507,79,64,0.8101,0.7778,0.8529000000000001,0.8169,0.8332999999999999,,1.0,,0.0,,,0.5,0.8101,,,,75,63,0.84,0.8108,0.8684000000000001,0.8332999999999999,0.8571,,,1.0,1.0,,,0.6667000000000001,0.75,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Gilmer,22,Gilmer County High School,gilmer county high school,501,22501,schoolid_22501,68,65,0.9559000000000001,0.9301999999999999,1.0,0.9538,,1.0,,,1.0,,,0.8824,0.94,,,,68,66,0.9706,1.0,0.9487000000000001,0.9697,,1.0,,,1.0,,,0.9167000000000001,0.95,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Grant,24,Petersburg High School,petersburg high school,501,24501,schoolid_24501,107,102,0.9533,0.95,0.9573999999999999,0.9523999999999999,1.0,,,,,,,0.75,0.9167000000000001,,,,109,103,0.945,0.9473999999999999,0.9423,0.9444,,1.0,,,,,,0.7778,0.9216,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Grant,24,Union Educational Complex,union educational complex,101,24101,schoolid_24101,16,15,0.9375,0.9,1.0,0.9375,,,,,,,,1.0,0.9375,,,,21,21,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Greenbrier,26,Greenbrier East High School,greenbrier east high school,501,26501,schoolid_26501,294,274,0.932,0.929,0.9353,0.9319,1.0,1.0,1.0,,0.0,,,0.8167,0.8902,,,,250,230,0.92,0.8759999999999999,0.9612,0.9267,0.8,1.0,,,1.0,,,0.725,0.8534,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Greenbrier,26,Greenbrier West High School,greenbrier west high school,502,26502,schoolid_26502,105,85,0.8095,0.7454999999999999,0.88,0.8155,0.5,,,,,,,0.7059000000000001,0.7951999999999999,,,,90,79,0.8778,0.8704000000000001,0.8889,0.875,1.0,,,1.0,,,,0.8,0.8136,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Hampshire,28,Hampshire Senior High School,hampshire senior high school,501,28501,schoolid_28501,260,219,0.8423,0.8117,0.8868,0.8452,0.75,1.0,,0.0,1.0,,,0.6596,0.8173,,,,254,193,0.7598,0.7071,0.8245999999999999,0.755,1.0,,,,1.0,,,0.6136,0.7181000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Hancock,29,Oak Glen High School,oak glen high school,501,29501,schoolid_29501,136,124,0.9118,0.8845999999999999,0.9483,0.9118,,,,,,,,0.7826000000000001,0.8919,,,,115,106,0.9217,0.9091,0.9333,0.9211,,,1.0,,,,,0.7222,0.8824,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Hancock,29,Weir High School,weir high school,502,29502,schoolid_29502,153,136,0.8889,0.925,0.8493,0.9,0.875,1.0,,,0.5,,,0.8077,0.8072,,,,147,134,0.9116,0.9103,0.9129999999999999,0.9037000000000001,1.0,1.0,1.0,,1.0,,,0.7931,0.8675,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Hardy,31,East Hardy High School,east hardy high school,501,31501,schoolid_31501,55,50,0.9091,0.8571,0.963,0.9057,1.0,,1.0,,,,,0.5,0.8889,,,,59,51,0.8644,0.8,0.9118,0.875,,1.0,0.0,,1.0,,,0.6,0.7879,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Hardy,31,Moorefield High School,moorefield high school,502,31502,schoolid_31502,101,95,0.9406,0.9815,0.8936,0.9457,1.0,0.75,,,,,,0.7778,0.9365000000000001,,,,98,87,0.8878,0.8667,0.9057,0.8625,1.0,1.0,,,,,,0.7692,0.8689,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Harrison,33,Bridgeport High School,bridgeport high school,501,33501,schoolid_33501,167,164,0.982,0.975,0.9884999999999999,0.9808,1.0,1.0,1.0,,1.0,,,0.8181999999999999,0.9592,,,,190,178,0.9368000000000001,0.902,0.9773000000000001,0.9309999999999999,1.0,1.0,1.0,1.0,,,,0.7273000000000001,0.7879,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Harrison,33,Liberty High School,liberty high school,502,33502,schoolid_33502,134,121,0.903,0.8784000000000001,0.9333,0.8984000000000001,1.0,,,,1.0,,,0.8695999999999999,0.9023,,,,138,123,0.8913,0.8621,0.9125,0.8946999999999999,0.75,1.0,,,,,,0.6333,0.8764,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Harrison,33,Lincoln High School,lincoln high school,503,33503,schoolid_33503,140,127,0.9070999999999999,0.8701000000000001,0.9523999999999999,0.9065000000000001,,,1.0,,,,,0.84,0.9137000000000001,,,,128,122,0.9531000000000001,0.9538,0.9523999999999999,0.96,,0.5,,,1.0,,,0.9167000000000001,0.9692000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Harrison,33,Robert C. Byrd High School,robert c. byrd high school,506,33506,schoolid_33506,216,171,0.7917000000000001,0.7217,0.8713,0.7879,0.9167000000000001,1.0,,,0.3333,,,0.5115999999999999,0.8009000000000001,,,,191,160,0.8377,0.79,0.8901,0.8439,0.9,0.75,0.0,,0.6667000000000001,,,0.7317,0.7714,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Harrison,33,South Harrison High School,south harrison high school,505,33505,schoolid_33505,93,81,0.871,0.9091,0.85,0.8681,1.0,1.0,,,,,,1.0,0.8695999999999999,,,,95,85,0.8946999999999999,0.88,0.9111,0.8936,,1.0,,,,,,0.9231,0.8636,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Jackson,35,Ravenswood High School,ravenswood high school,501,35501,schoolid_35501,88,81,0.9205,0.9231,0.9184,0.9294,1.0,,0.0,,,,,0.8571,0.8824,,,,94,86,0.9148999999999999,0.9,0.9259000000000001,0.914,1.0,,,,,,,0.75,0.8695999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Jackson,35,Ripley High School,ripley high school,502,35502,schoolid_35502,240,233,0.9708,0.9444,1.0,0.9742000000000001,1.0,1.0,,,0.5,,,0.875,0.9512,,,,191,187,0.9791,0.977,0.9808,0.9784999999999999,1.0,1.0,,,1.0,,,0.8571,0.9605,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Jefferson,37,Jefferson High School,jefferson high school,501,37501,schoolid_37501,376,338,0.8989,0.8867,0.9133,0.8889,0.9783,0.8519,1.0,,0.875,1.0,,0.8695999999999999,0.8608,,,,305,272,0.8918,0.8671,0.9184,0.9027,0.8571,0.7273000000000001,1.0,,0.75,,,0.75,0.8276,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Jefferson,37,Washington High School,washington high school,502,37502,schoolid_37502,268,237,0.8843000000000001,0.7967,0.9586,0.9074,0.8,0.8,0.75,,0.7692,,,0.6957,0.8083,,,,263,244,0.9278,0.8959999999999999,0.9565,0.9329999999999999,0.9091,0.9375,1.0,,0.75,,,0.76,0.8931999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Capital High School,capital high school,513,39513,schoolid_39513,327,240,0.7339,0.675,0.7904000000000001,0.7121,0.7583,1.0,1.0,,0.0,,,0.48719999999999997,0.7339,,,,331,272,0.8218000000000001,0.7978000000000001,0.8497,0.8090999999999999,0.8317,1.0,1.0,1.0,1.0,,,0.6957,0.7603,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,George Washington High School,george washington high school,506,39506,schoolid_39506,271,253,0.9336,0.9213,0.9444,0.9315000000000001,0.8636,1.0,1.0,,1.0,1.0,,0.7778,0.8774,,,,244,234,0.9590000000000001,0.9434999999999999,0.975,0.951,1.0,1.0,1.0,,,1.0,,0.9231,0.9309999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Herbert Hoover High School,herbert hoover high school,507,39507,schoolid_39507,177,151,0.8531,0.8222,0.8851,0.8523000000000001,,,1.0,,,,,0.6842,0.8621,,,,152,133,0.875,0.8778,0.871,0.88,0.0,,1.0,,,,,0.7857,0.85,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Nitro High School,nitro high school,508,39508,schoolid_39508,174,147,0.8448,0.8587,0.8293,0.8599,0.6,0.8,1.0,,1.0,,,0.7368000000000001,0.7864,,,,179,160,0.8939,0.9231,0.8636,0.8981999999999999,0.6667000000000001,1.0,1.0,,,,,0.5556,0.8421,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Riverside High School,riverside high school,514,39514,schoolid_39514,279,222,0.7957,0.8012999999999999,0.7886,0.7804000000000001,1.0,1.0,,1.0,0.0,,,0.5333,0.8073,,,,277,246,0.8881,0.8332999999999999,0.9423999999999999,0.8872,0.9375,0.6667000000000001,1.0,,,,,0.5217,0.8813,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Saint Albans High School,saint albans high school,509,39509,schoolid_39509,260,227,0.8731,0.8015000000000001,0.9516,0.8874,0.7,1.0,1.0,1.0,0.6667000000000001,,,0.6579,0.8266,,,,222,199,0.8964,0.8818,0.9107,0.8981,0.8462000000000001,,,,1.0,,,0.5,0.88,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,Sissonville High School,sissonville high school,510,39510,schoolid_39510,151,131,0.8675,0.8795000000000001,0.8529000000000001,0.8725,0.0,1.0,,,,,,0.75,0.8020999999999999,,,,174,158,0.9079999999999999,0.8706,0.9438,0.9075,1.0,,,,,,,0.8332999999999999,0.8608,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Kanawha,39,South Charleston High School,south charleston high school,511,39511,schoolid_39511,265,224,0.8453,0.875,0.8175,0.8361,0.8649,1.0,0.75,,1.0,,,0.68,0.8538,,,,198,178,0.899,0.8868,0.9129999999999999,0.8731,0.9508,1.0,1.0,,,,,0.65,0.8774,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Lewis,41,Lewis County High School,lewis county high school,501,41501,schoolid_41501,182,160,0.8791,0.8421,0.9195,0.8756999999999999,1.0,1.0,,,1.0,,,0.6429,0.8,,,,187,166,0.8876999999999999,0.8462000000000001,0.9270999999999999,0.8956000000000001,0.5,0.5,,1.0,,,,0.7813,0.8571,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Lincoln,43,Lincoln County High School,lincoln county high school,506,43506,schoolid_43506,211,196,0.9289000000000001,0.9107,0.9495,0.9286,,1.0,,,,,,0.7948999999999999,0.9289000000000001,,,,207,181,0.8744,0.8878,0.8623999999999999,0.8732,1.0,,,,1.0,,,0.8443999999999999,0.7835,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Logan,45,Chapmanville Regional High School,chapmanville regional high school,501,45501,schoolid_45501,175,159,0.9086,0.875,0.9494,0.9075,1.0,,,,,,,0.8332999999999999,0.9086,,,,157,145,0.9236,0.9534999999999999,0.8873000000000001,0.9231,,1.0,,,,,,0.8,0.88,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Logan,45,Logan Senior High School,logan senior high school,502,45502,schoolid_45502,176,162,0.9205,0.8831,0.9495,0.9129999999999999,1.0,1.0,,,1.0,,,0.75,0.9205,,,,169,150,0.8876000000000001,0.8837,0.8916,0.8845999999999999,0.9,1.0,,,1.0,,,0.7273000000000001,0.8506999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Logan,45,Man Senior High School,man senior high school,503,45503,schoolid_45503,106,93,0.8774,0.8361,0.9333,0.8713,1.0,1.0,,,,,,0.7778,0.8774,,,,114,108,0.9473999999999999,0.9559000000000001,0.9348000000000001,0.9459000000000001,1.0,,,,1.0,,,1.0,0.875,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Marion,47,East Fairmont High School,east fairmont high school,501,47501,schoolid_47501,181,172,0.9503,0.9423,0.961,0.9540000000000001,1.0,1.0,,,0.5,,,0.95,0.9036,,,,184,177,0.9620000000000001,0.9490000000000001,0.9767,0.9605,1.0,1.0,1.0,1.0,1.0,,,1.0,0.9136,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Marion,47,Fairmont Senior High School,fairmont senior high school,502,47502,schoolid_47502,187,163,0.8717,0.8515,0.8953,0.8851,0.8214,1.0,1.0,0.0,1.0,0.5,,0.75,0.7920999999999999,,,,185,178,0.9621999999999999,0.9615,0.963,0.961,0.9643,1.0,,,1.0,,,1.0,0.9425,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Marion,47,North Marion High School,north marion high school,503,47503,schoolid_47503,197,188,0.9543,0.9784999999999999,0.9327,0.9582999999999999,1.0,,,,0.5,,,0.8332999999999999,0.9316,,,,180,172,0.9556,0.9515,0.961,0.9538,1.0,1.0,,,1.0,,,0.7726999999999999,0.9670000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Marshall,48,Cameron High School,cameron high school,501,48501,schoolid_48501,53,52,0.9811,0.9643,1.0,0.9804,1.0,,,,1.0,,,1.0,0.9811,,,,72,70,0.9722,0.9706,0.9737,0.9722,,,,,,,,0.8571,0.9375,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Marshall,48,John Marshall High School,john marshall high school,502,48502,schoolid_48502,265,238,0.8981,0.8906000000000001,0.9051,0.8969,1.0,1.0,,,,,,0.8387,0.8981,,,,283,259,0.9152,0.9128000000000001,0.9179,0.9194,0.6667000000000001,1.0,1.0,1.0,0.5,,,0.8,0.8442000000000001,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
2016-2017,2016,2017,Mason,49,Hannan High School,hannan high school,501,49501,schoolid_49501,42,41,0.9762000000000001,0.96,1.0,0.9762000000000001,,,,,,,,1.0,0.9762000000000001,,,,41,39,0.9512,0.9545,0.9473999999999999,0.9512,,,,,,,,0.8,0.9582999999999999,,,,HistoricalCohorts_GradRates.xlsx,2017 4-Year Cohort,HistoricalCohorts_GradRates.xlsx,2016 5-Year Cohort
