school_year,school_year_start,school_year_end,district,district_code,school,school_norm,school_code,school_id,panel_school_id,grad_4yr_cohort_members,grad_4yr_graduates,grad_4yr_graduation_rate,grad_4yr_graduation_rate_male,grad_4yr_graduation_rate_female,grad_4yr_graduation_rate_white,grad_4yr_graduation_rate_black,grad_4yr_graduation_rate_hispanic,grad_4yr_graduation_rate_asian,grad_4yr_graduation_rate_indian,grad_4yr_graduation_rate_multi_racial,grad_4yr_graduation_rate_pacific_islander,grad_4yr_graduation_rate_ell,grad_4yr_graduation_rate_spec_ed,grad_4yr_graduation_rate_low_ses,grad_4yr_graduation_rate_military_connected,grad_4yr_graduation_rate_homeless,grad_4yr_graduation_rate_foster_care,grad_5yr_cohort_members,grad_5yr_graduates,grad_5yr_graduation_rate,grad_5yr_graduation_rate_male,grad_5yr_graduation_rate_female,grad_5yr_graduation_rate_white,grad_5yr_graduation_rate_black,grad_5yr_graduation_rate_hispanic,grad_5yr_graduation_rate_asian,grad_5yr_graduation_rate_indian,grad_5yr_graduation_rate_multi_racial,grad_5yr_graduation_rate_pacific_islander,grad_5yr_graduation_rate_ell,grad_5yr_graduation_rate_spec_ed,grad_5yr_graduation_rate_low_ses,grad_5yr_graduation_rate_military_connected,grad_5yr_graduation_rate_homeless,grad_5yr_graduation_rate_foster_care,source_file_grad_4yr,source_sheet_grad_4yr,source_file_grad_5yr,source_sheet_grad_5yr
2019-2020,2019,2020,Wetzel,92,Paden City High School,paden city high school,503,92503,schoolid_92503,36,34,0.9444,0.9091,1.0,0.9394,,,,,1.0,,,1.0,0.9167000000000001,,,,28,27,0.9643,0.9412,1.0,0.9643,,,,,,,,1.0,1.0,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wetzel,92,Valley High School,valley high school,504,92504,schoolid_92504,35,34,0.9714,1.0,0.9375,0.9706,,1.0,,,,,,1.0,0.9444,,,,36,34,0.9444,0.9048,1.0,0.9429000000000001,,1.0,,,,,,0.8889,,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wirt,94,Wirt County High School,wirt county high school,501,94501,schoolid_94501,79,70,0.8861,0.8723000000000001,0.9063,0.8946999999999999,1.0,,1.0,,,,,1.0,0.8542000000000001,,,,52,46,0.8845999999999999,0.9,0.8636,0.8824,,1.0,,,,,,1.0,0.8,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wood,96,Parkersburg High School,parkersburg high school,501,96501,schoolid_96501,400,328,0.82,0.8009000000000001,0.8436,0.8189,0.7646999999999999,0.8571,1.0,,0.8462000000000001,,,0.6739,0.7576999999999999,,,,381,336,0.8819,0.8504999999999999,0.9222,0.885,0.8571,0.6667000000000001,1.0,,0.8,1.0,1.0,0.7609,,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wood,96,Parkersburg South High School,parkersburg south high school,502,96502,schoolid_96502,372,347,0.9328,0.9043000000000001,0.9620000000000001,0.9326000000000001,0.8332999999999999,1.0,1.0,,1.0,,,0.807,0.8786,,,,349,326,0.9340999999999999,0.9337000000000001,0.9345,0.9366,1.0,0.75,1.0,,0.8571,,1.0,0.8571,0.8,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wood,96,Williamstown High School,williamstown high school,503,96503,schoolid_96503,112,109,0.9732,0.9828,0.963,0.9725,1.0,1.0,,,1.0,,1.0,0.875,0.9677,,,,105,100,0.9523999999999999,0.9388,0.9643,0.951,,1.0,,1.0,1.0,,,0.9,,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wyoming,98,Westside High School,westside high school,508,98508,schoolid_98508,146,139,0.9521,0.9286,0.9737,0.951,1.0,,,1.0,1.0,,,0.95,0.9381,,,,150,141,0.94,0.9277,0.9551999999999999,0.9451999999999999,,1.0,,,1.0,,,0.9031999999999999,,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2019-2020,2019,2020,Wyoming,98,Wyoming County East High School,wyoming county east high school,507,98507,schoolid_98507,129,119,0.9225,0.9077,0.9375,0.92,1.0,,,,1.0,,,0.875,0.8916,,,,125,114,0.912,0.8551000000000001,0.9821,0.9179999999999999,,1.0,,,,,,0.8261,0.6154,,,,SY19-20_GraduationReport_Final.xlsx,2020 4-Year Cohort,SY19-20_GraduationReport_Final.xlsx,2019 5-Year Cohort
2020-2021,2020,2021,Barbour,2,Philip Barbour High School Complex,philip barbour high school complex,501,2501,schoolid_2501,126,114,0.9048,0.8571,0.9643,0.9083,,,1.0,1.0,1.0,1.0,,0.9091,0.875,,,1.0,156,152,0.9743999999999999,0.9878,0.9595,0.9726,1.0,1.0,,1.0,1.0,,,0.9231,0.9459000000000001,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Berkeley,4,Hedgesville High School,hedgesville high school,501,4501,schoolid_4501,296,288,0.973,0.9745,0.9712000000000001,0.9792000000000001,0.92,1.0,1.0,1.0,0.9231,,0.875,0.9318000000000001,0.9652,1.0,0.9333,,321,309,0.9626,0.9554,0.9695,0.9693,0.9129999999999999,1.0,1.0,1.0,0.7778,1.0,1.0,0.9111,0.9306,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Berkeley,4,Martinsburg High School,martinsburg high school,502,4502,schoolid_4502,338,305,0.9024,0.8418000000000001,0.9556,0.8883,0.8906000000000001,0.9024,1.0,1.0,1.0,,1.0,0.7667,0.8606,,0.8276,0.4545,324,299,0.9228000000000001,0.892,0.9595,0.9170999999999999,0.9,0.9512,1.0,,0.9412,1.0,0.9333,0.7646999999999999,0.8844,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Berkeley,4,Musselman High School,musselman high school,503,4503,schoolid_4503,379,375,0.9894,0.9897,0.9891,0.9908,1.0,1.0,,1.0,0.95,,1.0,0.9623,0.9732,1.0,0.95,0.8,413,404,0.9782,0.9859,0.97,0.9773000000000001,1.0,1.0,1.0,,1.0,,1.0,0.9265000000000001,0.9641,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Berkeley,4,Spring Mills High School,spring mills high school,504,4504,schoolid_4504,341,327,0.9589,0.9623999999999999,0.9548000000000001,0.9590000000000001,0.9444,0.9444,1.0,,1.0,,0.875,0.8983,0.9375,,0.9375,0.75,317,303,0.9558,0.9423,0.9689,0.9562999999999999,0.9615,1.0,1.0,1.0,0.8824,1.0,1.0,0.9129999999999999,0.9353,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Boone,6,Scott High School,scott high school,501,6501,schoolid_6501,159,141,0.8868,0.8434,0.9342,0.8861,,,,,1.0,,,0.8946999999999999,0.8404,,1.0,1.0,131,122,0.9312999999999999,0.92,0.9464,0.937,1.0,,,,,,,0.8636,0.9091,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Boone,6,Sherman High School,sherman high school,502,6502,schoolid_6502,100,92,0.92,0.9388,0.902,0.9286,,,,,1.0,,,0.8234999999999999,0.8833,,,0.8571,118,109,0.9237000000000001,0.9,0.9483,0.9224,1.0,,,,,,,0.8181999999999999,0.8873000000000001,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Boone,6,Van Junior/Senior High School,van junior/senior high school,503,6503,schoolid_6503,28,21,0.75,0.7,0.7778,0.75,,,,,,,,0.6667000000000001,0.8,,,,30,27,0.9,0.9333,0.8667,0.9,,,,,,,,1.0,0.8,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Braxton,8,Braxton County High School,braxton county high school,501,8501,schoolid_8501,149,135,0.9059999999999999,0.875,0.9508,0.9034,1.0,1.0,,,1.0,,,0.7353000000000001,0.8434,,0.75,0.8,141,136,0.9645,0.9863,0.9412,0.963,,1.0,1.0,,1.0,,,0.8125,0.9473999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Brooke,10,Brooke High School,brooke high school,502,10502,schoolid_10502,213,196,0.9201999999999999,0.9231,0.9167000000000001,0.9212,1.0,,,,1.0,,,0.7778,0.8602,,1.0,,193,185,0.9584999999999999,0.9604,0.9565,0.9568000000000001,1.0,1.0,,,1.0,,,0.8919,0.9222,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Cabell,12,Cabell Midland High School,cabell midland high school,550,12550,schoolid_12550,442,418,0.9457,0.9143000000000001,0.9741,0.9495999999999999,1.0,0.75,1.0,,0.8571,,0.8571,0.8889,0.9063,1.0,0.75,0.8667,458,434,0.9476,0.9187000000000001,0.9811,0.9490000000000001,1.0,1.0,1.0,,0.875,,1.0,0.9123,0.9005,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Cabell,12,Huntington High School,huntington high school,560,12560,schoolid_12560,420,349,0.831,0.7873,0.8794,0.8089,0.9091,0.9167000000000001,1.0,,0.8787999999999999,,1.0,0.7368000000000001,0.7585,,0.6667000000000001,0.7273000000000001,410,361,0.8805,0.8676,0.8953,0.8814,0.9216,0.7778,1.0,,0.8484999999999999,,1.0,0.7945,0.8332999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Calhoun,14,Calhoun Middle/High School,calhoun middle/high school,501,14501,schoolid_14501,66,62,0.9394,0.9355,0.9429000000000001,0.9375,1.0,,,,1.0,,1.0,0.8,0.9512,,0.9286,1.0,93,89,0.9570000000000001,0.9565,0.9573999999999999,0.9673999999999999,,,,,,,,0.875,0.9333,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Clay,16,Clay County High School,clay county high school,501,16501,schoolid_16501,131,126,0.9618000000000001,0.9444,0.9831,0.9690000000000001,,,,,1.0,,,1.0,0.9462,1.0,0.963,,109,103,0.945,0.9545,0.9301999999999999,0.9537,,,,,,,,0.9333,0.9487000000000001,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Doddridge,18,Doddridge County High School,doddridge county high school,501,18501,schoolid_18501,61,60,0.9836,1.0,0.9643,0.9833,1.0,,,,,,,1.0,0.9677,,0.75,1.0,78,78,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Fayette,20,Meadow Bridge High,meadow bridge high,503,20503,schoolid_20503,35,34,0.9714,0.9375,1.0,0.9706,,1.0,,,,,,1.0,0.95,,0.75,1.0,26,26,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Fayette,20,Midland Trail High,midland trail high,504,20504,schoolid_20504,94,91,0.9681000000000001,1.0,0.9362,0.978,,,,,1.0,,,1.0,0.9301999999999999,,1.0,,89,87,0.9775,1.0,0.9545,0.9773000000000001,1.0,,,,,,,1.0,0.9473999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Fayette,20,Oak Hill High,oak hill high,506,20506,schoolid_20506,276,248,0.8986,0.8639,0.938,0.9016,0.9048,,1.0,,0.875,,,0.7381,0.8588,,0.8,0.7143,273,240,0.8791,0.8543000000000001,0.9098,0.8776,1.0,1.0,1.0,,,,,0.8234999999999999,0.8393,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Gilmer,22,Gilmer County High School,gilmer county high school,501,22501,schoolid_22501,45,42,0.9333,0.95,0.92,0.9333,,,,,,,,0.875,0.88,,0.8,,52,48,0.9231,0.9167000000000001,0.9286,0.92,,,1.0,,1.0,,,,0.8621,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Grant,24,Petersburg High School,petersburg high school,501,24501,schoolid_24501,108,102,0.9444,0.9194,0.9783,0.9434,,1.0,1.0,,,,,0.8462000000000001,0.9129999999999999,1.0,1.0,,,,0.9346,0.9573999999999999,0.9167000000000001,0.934,,1.0,,,,,1.0,0.8667,0.8889,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Grant,24,Union Educational Complex,union educational complex,101,24101,schoolid_24101,12,12,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Greenbrier,26,Greenbrier East High School,greenbrier east high school,501,26501,schoolid_26501,233,212,0.9098999999999999,0.8829,0.9344,0.9163,1.0,0.875,1.0,,0.7,,1.0,0.8095,0.8240999999999999,,0.6,0.5714,263,251,0.9544,0.9612,0.9478,0.9590000000000001,0.7143,1.0,1.0,,1.0,,1.0,0.8913,0.9268000000000001,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Greenbrier,26,Greenbrier West High School,greenbrier west high school,502,26502,schoolid_26502,82,72,0.878,0.86,0.9063,0.8861,1.0,,,1.0,,,,0.75,0.8,,0.6,,85,78,0.9176000000000001,0.9,0.9333,0.925,1.0,,,,0.6667000000000001,,,1.0,0.8814,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Hampshire,28,Hampshire Senior High School,hampshire senior high school,501,28501,schoolid_28501,243,206,0.8477,0.8134,0.8898999999999999,0.8517,,1.0,,,1.0,,1.0,0.619,0.7768999999999999,,0.4545,0.6,234,201,0.8590000000000001,0.807,0.9083,0.8628,,1.0,,,0.6667000000000001,,,0.7358,0.7619,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Hancock,29,Oak Glen High School,oak glen high school,501,29501,schoolid_29501,130,124,0.9538,0.9306,0.9828,0.9675,,1.0,1.0,,1.0,,1.0,0.9091,0.9194,,1.0,,140,134,0.9571,0.9138,0.9878,0.9562,1.0,,,,,,,0.8966,0.9077,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Hancock,29,Weir High School,weir high school,502,29502,schoolid_29502,163,145,0.8896,0.8636,0.92,0.8861,1.0,,,,1.0,,,0.8409,0.8767,,1.0,,157,149,0.9490000000000001,0.9670000000000001,0.9242,0.958,0.7778,1.0,,,1.0,,,0.9375,0.8889,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Hardy,31,East Hardy High School,east hardy high school,501,31501,schoolid_31501,63,59,0.9365000000000001,0.8946999999999999,1.0,0.9492,1.0,1.0,1.0,,,,,0.8181999999999999,0.875,,1.0,,43,43,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Hardy,31,Moorefield High School,moorefield high school,502,31502,schoolid_31502,109,101,0.9266,0.9041,0.9722,0.9262999999999999,1.0,0.8889,,,1.0,,0.9091,0.875,0.8833,,0.6,,103,99,0.9612,0.9473999999999999,0.9783,0.9670000000000001,1.0,1.0,1.0,,0.6667000000000001,,1.0,0.9333,0.92,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Harrison,33,Bridgeport High School,bridgeport high school,501,33501,schoolid_33501,208,204,0.9808,0.9767,0.9836,0.9788,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9167000000000001,1.0,1.0,0.6667000000000001,181,180,0.9945,0.9898,1.0,0.9941,1.0,1.0,1.0,,1.0,,1.0,0.9565,0.9706,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Harrison,33,Liberty High School,liberty high school,502,33502,schoolid_33502,144,140,0.9722,0.96,0.9854999999999999,0.9712000000000001,1.0,1.0,,,1.0,,,0.8856999999999999,0.9714,,0.9582999999999999,1.0,132,132,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Harrison,33,Lincoln High School,lincoln high school,503,33503,schoolid_33503,140,130,0.9286,0.8861,0.9836,0.9281,,1.0,,,,,,0.8695999999999999,0.8987,,1.0,1.0,123,123,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Harrison,33,Robert C Byrd High School,robert c byrd high school,506,33506,schoolid_33506,174,160,0.9195,0.9294,0.9101,0.9226000000000001,0.8181999999999999,1.0,1.0,,1.0,,1.0,0.8181999999999999,0.8736,1.0,1.0,,163,160,0.9815999999999999,0.9726,0.9889,0.9797,1.0,1.0,,,1.0,,1.0,0.9362,0.9620000000000001,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Harrison,33,South Harrison High School,south harrison high school,505,33505,schoolid_33505,69,66,0.9565,0.9643,0.9512,0.9545,1.0,,,,1.0,,,0.9231,0.9129999999999999,,0.7778,1.0,77,74,0.961,0.9792000000000001,0.9309999999999999,0.96,1.0,,,,1.0,,,0.8462000000000001,0.8929,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Jackson,35,Ravenswood High School,ravenswood high school,501,35501,schoolid_35501,99,89,0.899,0.88,0.9184,0.8957999999999999,,1.0,,,,,,0.8332999999999999,0.8667,,,,107,105,0.9813,0.9831,0.9792000000000001,0.9813,,,,,,,,1.0,0.9615,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Jackson,35,Ripley High School,ripley high school,502,35502,schoolid_35502,203,189,0.9309999999999999,0.9293,0.9327,0.9281999999999999,1.0,1.0,,,1.0,1.0,,0.7391,0.8271999999999999,,1.0,,211,190,0.9005,0.9123,0.8865999999999999,0.8981,1.0,1.0,1.0,,,,,0.6667000000000001,0.8190999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Jefferson,37,Jefferson High School,jefferson high school,501,37501,schoolid_37501,317,267,0.8423,0.8089,0.875,0.8739,0.7646999999999999,0.6667000000000001,1.0,,0.7391,,0.625,0.7059000000000001,0.7015,1.0,0.7111,1.0,385,349,0.9065000000000001,0.9076000000000001,0.9055,0.9027,0.8621,0.9031999999999999,1.0,,1.0,,1.0,0.7778,0.8387,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Jefferson,37,Washington High School,washington high school,502,37502,schoolid_37502,316,281,0.8892,0.8543999999999999,0.9240999999999999,0.903,0.8261,0.8529000000000001,1.0,,0.8332999999999999,,0.8571,0.7778,0.8014,1.0,0.8406,1.0,293,269,0.9181,0.9299,0.9044,0.9184,0.9091,0.9523999999999999,0.75,,0.9167000000000001,,1.0,0.7585999999999999,0.8583,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Capital High School,capital high school,513,39513,schoolid_39513,297,241,0.8114,0.7778,0.8362999999999999,0.8195999999999999,0.7561,1.0,1.0,,0.9375,,0.6667000000000001,0.6444,0.7512000000000001,,0.5,0.6087,321,256,0.7975,0.7237,0.8639,0.8084,0.7765000000000001,1.0,0.6667000000000001,1.0,0.6923,,1.0,0.6383,0.7047,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,George Washington High School,george washington high school,506,39506,schoolid_39506,287,270,0.9408,0.9383,0.9440000000000001,0.938,0.9048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8723000000000001,,0.7778,0.3636,284,268,0.9437000000000001,0.9448000000000001,0.9423999999999999,0.9509000000000001,0.875,1.0,1.0,,0.6667000000000001,,1.0,0.7585999999999999,0.8556999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Herbert Hoover High School,herbert hoover high school,507,39507,schoolid_39507,189,169,0.8942,0.8667,0.9286,0.893,1.0,1.0,,,,,,0.8667,0.8137000000000001,,0.7692,,186,165,0.8870999999999999,0.8957999999999999,0.8778,0.8901,1.0,,,,1.0,,,0.7646999999999999,0.8283,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Nitro High School,nitro high school,508,39508,schoolid_39508,194,168,0.866,0.8586,0.8737,0.8787999999999999,0.8234999999999999,,1.0,1.0,0.6667000000000001,,,0.7391,0.75,,0.7143,0.625,185,167,0.9027,0.9294,0.88,0.9157,0.9,0.6,,,0.75,,,0.7143,0.8395,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Riverside High School,riverside high school,514,39514,schoolid_39514,253,212,0.8379000000000001,0.8209000000000001,0.8571,0.8240000000000001,1.0,1.0,1.0,,1.0,,1.0,0.7857,0.8025,,0.5832999999999999,0.6364,281,250,0.8896999999999999,0.8881999999999999,0.8915000000000001,0.8889,0.9375,,1.0,,1.0,,1.0,0.8,0.8423999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Saint Albans High School,saint albans high school,509,39509,schoolid_39509,249,209,0.8393999999999999,0.8454999999999999,0.8332999999999999,0.8384,0.8667,1.0,1.0,,0.6667000000000001,,,0.5,0.75,,0.5832999999999999,,264,244,0.9242,0.9048,0.9420000000000001,0.9322,0.8824,0.6667000000000001,1.0,,0.8,,1.0,0.8649,0.8851,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,Sissonville High School,sissonville high school,510,39510,schoolid_39510,142,136,0.9577,0.9643,0.9483,0.9568000000000001,1.0,1.0,,,,,,0.875,0.9167000000000001,1.0,,0.8,140,130,0.9286,0.9155,0.9420000000000001,0.9343,,1.0,,1.0,,,,0.84,0.8841,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Kanawha,39,South Charleston High School,south charleston high school,511,39511,schoolid_39511,234,188,0.8034,0.7951,0.8125,0.8105,0.7679,0.8,1.0,,0.8332999999999999,,1.0,0.5861999999999999,0.6884,,,0.4545,264,230,0.8712000000000001,0.8582,0.8862000000000001,0.8711,0.8462000000000001,1.0,1.0,,0.9231,,1.0,0.85,0.8181999999999999,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Lewis,41,Lewis County High School,lewis county high school,501,41501,schoolid_41501,185,165,0.8919,0.87,0.9176000000000001,0.8906999999999999,,,,,1.0,,,0.8571,0.8151999999999999,,0.7273000000000001,,168,147,0.875,0.8721,0.878,0.8712000000000001,1.0,1.0,1.0,,,,1.0,0.68,0.8095,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
2020-2021,2020,2021,Lincoln,43,Lincoln County High School,lincoln county high school,506,43506,schoolid_43506,217,185,0.8525,0.8273,0.8785,0.8491,1.0,1.0,1.0,,1.0,,,0.8,0.7787000000000001,,0.5714,0.2,211,195,0.9242,0.8793000000000001,0.9789,0.9227,1.0,1.0,1.0,,,,,0.8936,0.9,,,,SY20-21_GraduationReport_Final.xlsx,2021 4-Year Cohort ,SY20-21_GraduationReport_Final.xlsx,2020 5-Year Cohort
