School,SchlID,last_reported_type,inferred_type,Enrollment,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,elementary_enrollment,elementary_middle_enrollment,middle_enrollment,high_enrollment,elementary_pct,elementary_middle_pct,middle_pct,high_pct,has_grade78,has_lower_elem,has_high_grades,inferred_grade_type,final_type,final_type_note
CLAY COUNTY HIGH SCHOOL,016501,Secondary,high,543.875,0,0,0,0,0,0,0,0,0,0,138.4375,136.4375,133.5,135.5,0,0,0,543.875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
DODDRIDGE COUNTY ELEMENTARY SCHOOL,018211,Elementary,elementary,389.5,9.4375,58,81.125,80.5625,81.125,79.25,0,0,0,0,0,0,0,0,389.5,389.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
DODDRIDGE COUNTY EARLY LEARNING ACADEMY,018212,Primary,,94.64285714285714,70.92857142857143,23.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,94.64285714285714,94.64285714285714,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
DODDRIDGE COUNTY MIDDLE SCHOOL,018301,Middle,middle,337.3125,0,0,0,0,0,0,82.375,85.5,84.75,84.6875,0,0,0,0,167.875,337.3125,337.3125,0,0.4976838984621086,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
DODDRIDGE COUNTY HIGH SCHOOL,018501,Secondary,high,339.3125,0,0,0,0,0,0,0,0,0,0,90.5,85.125,81.8125,81.875,0,0,0,339.3125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
FAYETTEVILLE PK-8,020101,Middle,elementary + middle,565.5714285714286,45.285714285714285,45,50.85714285714285,52.142857142857146,55.142857142857146,58.57142857142857,58,61.42857142857143,70.28571428571429,68.57142857142857,0.2857142857142857,0,0,0,426.4285714285714,565.2857142857143,258.2857142857143,0.2857142857142857,0.7539782773427633,0.9994948219247286,0.45668098,0.000505178,TRUE,TRUE,TRUE,other,elementary_middle,last_reported=Middle but inferred_type=elementary+middle (name-based); corrected to elementary_middle
VALLEY PK-8,020102,Middle,elementary + middle,509.7142857142857,49.71428571428572,49.285714285714285,50,48.142857142857146,47.42857142857143,48.85714285714285,50.71428571428572,55.42857142857143,55.285714285714285,54.85714285714285,0,0,0,0,399.57142857142856,509.7142857142857,216.28571428571428,0,0.7839125560538116,1,0.4243273542600896,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
MEADOW BRIDGE REGIONAL SCHOOL,020103,Secondary,,392.5,17.5,24,22.5,21.5,26.5,28.5,28,34.5,35.5,33.5,30.5,26,32,32,203,272,131.5,120.5,0.5171974522292994,0.6929936305732484,0.3350318471337579,0.3070063694267516,TRUE,TRUE,TRUE,other,high,"last_reported=Secondary; inferred_grade_type=other — complex multi-span grade distribution (e.g. elem/high combo or regional school), but official Secondary classification retained"
ANSTED ELEMENTARY,020201,Elementary,elementary,217.4375,24.9375,31.25,31.6875,32.125,33,34.875,29.5625,0,0,0,0,0,0,0,217.4375,217.4375,29.5625,0,1,1,0.1359586087956309,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
DANESE ELEMENTARY,020204,,elementary,112.5,31,16.5,14,14,10,12,15,0,0,0,0,0,0,0,112.5,112.5,15,0,1,1,0.1333333333333333,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
DIVIDE ELEMENTARY,020206,Elementary,elementary,212.5,13.375,30.375,31.6875,32.1875,35.125,36.625,33.125,0,0,0,0,0,0,0,212.5,212.5,33.125,0,1,1,0.1558823529411764,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FAYETTEVILLE ELEMENTARY,020208,,elementary,444.1111111111111,46.66666666666666,46.888888888888886,45.888888888888886,48.333333333333336,52,55,74.44444444444444,74.88888888888889,0,0,0,0,0,0,444.1111111111111,444.1111111111111,149.33333333333331,0,1,1,0.3362521891418564,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
GATEWOOD ELEMENTARY,020210,,elementary,107,14.555555555555555,19.88888888888889,19.22222222222222,18.11111111111111,17.77777777777778,17.444444444444443,0,0,0,0,0,0,0,0,107,107,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
GAULEY BRIDGE ELEMENTARY,020211,Elementary,elementary,151.75,24.916666666666668,23.416666666666668,21.08333333333333,20.166666666666668,20.916666666666668,20.916666666666668,20.33333333333333,0,0,0,0,0,0,0,151.75,151.75,20.33333333333333,0,1,1,0.1339923119165293,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MEADOW BRIDGE ELEMENTARY,020215,Elementary,elementary,225.2142857142857,15.428571428571429,27.214285714285715,28.357142857142858,29.357142857142858,29.928571428571427,30.214285714285715,31.428571428571427,33.285714285714285,0,0,0,0,0,0,225.2142857142857,225.2142857142857,64.71428571428572,0,1,1,0.2873453853472883,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNT HOPE ELEMENTARY,020217,,elementary,298.77777777777777,63.55555555555556,43.888888888888886,43.77777777777778,40.22222222222222,38.888888888888886,40.55555555555556,27.88888888888889,0,0,0,0,0,0,0,298.77777777777777,298.77777777777777,27.88888888888889,0,1,1,0.09334325,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
ROSEDALE ELEMENTARY,020223,,elementary,286.44444444444446,40.333333333333336,52.888888888888886,50.888888888888886,48.77777777777778,47.22222222222222,46.333333333333336,0,0,0,0,0,0,0,0,286.44444444444446,286.44444444444446,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
VALLEY ELEMENTARY,020225,,elementary,354.8888888888889,26.666666666666668,54,54.333333333333336,52.888888888888886,55,55.11111111111112,56.888888888888886,0,0,0,0,0,0,0,354.8888888888889,354.8888888888889,56.888888888888886,0,1,1,0.1603005635566687,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
NEW RIVER ELEMENTARY,020226,,elementary,758.4444444444445,47,144.33333333333334,146.11111111111111,142.55555555555554,140.88888888888889,137.55555555555554,0,0,0,0,0,0,0,0,758.4444444444445,758.4444444444445,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
NEW RIVER PRIMARY,020227,Primary,elementary,631.4285714285714,113.28571428571428,164.57142857142858,173.14285714285714,180.42857142857144,0,0,0,0,0,0,0,0,0,0,631.4285714285714,631.4285714285714,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
NEW RIVER INTERMEDIATE,020228,Elementary,middle,581.8571428571429,0,0,0,0,186.28571428571428,195.42857142857144,200.14285714285717,0,0,0,0,0,0,0,581.8571428571429,581.8571428571429,200.14285714285717,0,1,1,0.3439725018413945,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
ANSTED MIDDLE,020301,,middle,235.25,0,0,0,0,0,0,11.75,73,74.875,75.625,0,0,0,0,84.75,235.25,235.25,0,0.3602550478214665,1,1,0,TRUE,FALSE,FALSE,middle,middle,no last_reported_type; inferred_grade_type=middle (name: middle)
COLLINS MIDDLE,020302,Middle,middle,728.5,0,0,0,0,0,0,101.1875,212.75,208.625,205.9375,0,0,0,0,313.9375,728.5,728.5,0,0.4309368565545641,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
NUTTALL MIDDLE SCHOOL,020307,,middle,169,0,0,0,0,0,0,39.5,46.5,44.5,38.5,0,0,0,0,86,169,169,0,0.5088757396449705,1,1,0,TRUE,FALSE,FALSE,middle,middle,no last_reported_type; inferred_grade_type=middle (name: middle)
FAYETTEVILLE HIGH,020501,,high,469.6666666666667,0,0,0,0,0,0,0,0,79.55555555555556,78,81.77777777777777,80.33333333333333,76.77777777777777,73.22222222222223,0,157.55555555555554,157.55555555555554,312.1111111111111,0,0.335462503,0.335462503,0.6645374970428198,TRUE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
MEADOW BRIDGE HIGH,020503,Secondary,high,219.2142857142857,0,0,0,0,0,0,0,0,35.642857142857146,35.857142857142854,38.142857142857146,37.21428571428572,36,36.35714285714285,0,71.5,71.5,147.71428571428572,0,0.3261648745519713,0.3261648745519713,0.6738351254480287,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
MIDLAND TRAIL HIGH,020504,Secondary,high,472.3125,0,0,0,0,0,0,0.4375,37.3125,39.25,40.1875,94.0625,90.3125,87,83.75,37.75,117.1875,117.1875,355.125,0.079925897,0.2481143310837634,0.2481143310837634,0.7518856689162366,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
MOUNT HOPE HIGH SCHOOL,020505,,high,302,0,0,0,0,0,0,38,40,34,42,38,49,28,33,78,154,154,148,0.2582781456953642,0.5099337748344371,0.5099337748344371,0.4900662251655629,TRUE,FALSE,TRUE,other,high,no last_reported_type; inferred_grade_type=other; assigned from inferred_type=high (name-based)
OAK HILL HIGH,020506,Secondary,high,953.0625,0,0,0,0,0,0,0,0,0,0,247.9375,243.4375,234.375,227.3125,0,0,0,953.0625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
VALLEY HIGH SCHOOL,020507,,high,521.5555555555555,0,0,0,0,0,0,0,76.88888888888889,80,75.55555555555556,79,73.77777777777777,69.44444444444444,66.88888888888889,76.88888888888889,232.44444444444449,232.44444444444449,289.1111111111111,0.1474222411589263,0.4456753302087772,0.4456753302087772,0.5543246697912229,TRUE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
GLENVILLE ELEMENTARY SCHOOL,022201,,elementary,190.83333333333331,21,23.5,24.666666666666668,23.83333333333333,25.5,24.166666666666668,24.5,23.666666666666668,0,0,0,0,0,0,190.83333333333331,190.83333333333331,48.16666666666667,0,1,1,0.2524017467248908,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
NORMANTOWN ELEMENTARY,022202,,elementary,118.16666666666669,13.666666666666666,17,15.666666666666666,16,14.333333333333334,14.333333333333334,14.166666666666666,13,0,0,0,0,0,0,118.16666666666666,118.16666666666666,27.166666666666664,0,1,1,0.2299012693935119,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
SAND FORK ELEMENTARY,022203,,elementary,112.16666666666669,14.833333333333334,17.166666666666668,14.833333333333334,14.166666666666666,13.666666666666666,12.833333333333334,12.333333333333334,12.333333333333334,0,0,0,0,0,0,112.16666666666669,112.16666666666669,24.666666666666668,0,1,1,0.2199108469539376,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
TROY ELEMENTARY SCHOOL,022205,,elementary,94.4,13,11.8,12.2,9.8,10.4,12,12,13.2,0,0,0,0,0,0,94.4,94.4,25.2,0,1,1,0.2669491525423728,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
GILMER COUNTY ELEMENTARY SCHOOL,022206,Elementary,elementary,369.8,44,48.2,50.4,50.7,51.2,51.9,55.7,17.7,0,0,0,0,0,0,369.8,369.8,73.4,0,1,1,0.198485668,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GILMER COUNTY HIGH SCHOOL,022501,Secondary,high,411.5625,0,0,0,0,0,0,0,25.0625,63.9375,66.625,66.625,64.625,62.6875,62,25.0625,155.625,155.625,255.9375,0.060895976,0.378132118,0.378132118,0.621867882,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
UNION EDUCATIONAL COMPLEX,024101,Secondary,,208.0625,11.4375,13.8125,14.0625,13.8125,14.4375,14.3125,15.125,15.375,15.5,16.1875,17,16.375,15.8125,14.8125,112.375,144.0625,62.1875,64,0.5401021327726044,0.6924001201562031,0.2988885551216581,0.3075998798437969,TRUE,TRUE,TRUE,other,high,"last_reported=Secondary; inferred_grade_type=other — complex multi-span grade distribution (e.g. elem/high combo or regional school), but official Secondary classification retained"
DORCAS ELEMENTARY SCHOOL,024201,,elementary,64.33333333333333,0,2.333333333333333,5,9.333333333333334,10.333333333333334,13,12,12.333333333333334,0,0,0,0,0,0,64.33333333333334,64.33333333333334,24.333333333333336,0,1.0000000000000002,1.0000000000000002,0.378238342,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MAYSVILLE ELEMENTARY SCHOOL,024202,Elementary,elementary,171.5,16.0625,23.5,23.25,22.875,22.125,21.8125,21.1875,20.6875,0,0,0,0,0,0,171.5,171.5,41.875,0,1,1,0.2441690962099125,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PETERSBURG ELEMENTARY SCHOOL,024203,Elementary,elementary,645.875,71.4375,82.5,83.3125,80.4375,80.375,80.375,83,84.4375,0,0,0,0,0,0,645.875,645.875,167.4375,0,1,1,0.2592413392684343,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PETERSBURG HIGH SCHOOL,024501,Secondary,high,661.125,0,0,0,0,0,0,0,0,109.625,110.625,117.8125,110,109.8125,103.25,0,220.25,220.25,440.875,0,0.3331442616751749,0.3331442616751749,0.6668557383248251,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
CRICHTON ELEMENTARY,026101,Elementary,elementary,97.125,11.25,14.0625,14.3125,14.75,13.8125,13.75,15.1875,0,0,0,0,0,0,0,97.125,97.125,15.1875,0,1,1,0.1563706563706563,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RAINELLE ELEMENTARY,026102,Elementary,elementary,210.0625,23.25,30.5625,31.6875,30.125,30.6875,31.8125,31.9375,0,0,0,0,0,0,0,210.0625,210.0625,31.9375,0,1,1,0.1520380839036001,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RUPERT ELEMENTARY,026103,Elementary,elementary,185.4375,22.5625,26.9375,26.625,27,27.0625,27.6875,27.5625,0,0,0,0,0,0,0,185.4375,185.4375,27.5625,0,1,1,0.1486349848331648,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SMOOT ELEMENTARY,026104,Elementary,elementary,142.1875,15.9375,21.5,21.4375,20.5625,20.8125,21.1875,20.75,0,0,0,0,0,0,0,142.1875,142.1875,20.75,0,1,1,0.1459340659340659,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ALDERSON ELEMENTARY,026201,Elementary,elementary,212.375,23.3125,32.125,31.125,30.5,29.75,32.0625,33.5,0,0,0,0,0,0,0,212.375,212.375,33.5,0,1,1,0.1577398469688052,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FRANKFORD ELEMENTARY,026204,Elementary,elementary,230.875,27,32.25,34.75,34.375,33.0625,33.8125,35.625,0,0,0,0,0,0,0,230.875,230.875,35.625,0,1,1,0.1543042772062804,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
LEWISBURG ELEMENTARY,026205,Elementary,elementary,493.625,45.0625,73.75,74.75,72.125,75.0625,76.25,76.625,0,0,0,0,0,0,0,493.625,493.625,76.625,0,1,1,0.1552291719422638,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RONCEVERTE ELEMENTARY,026207,Elementary,elementary,392.5,30.125,58.5,60.6875,59.875,60.75,61.25,61.3125,0,0,0,0,0,0,0,392.5,392.5,61.3125,0,1,1,0.1562101910828025,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WHITE SULPHUR ELEMENTARY,026208,Elementary,elementary,327.875,32.75,49,50.1875,49.9375,48.6875,48.8125,48.5,0,0,0,0,0,0,0,327.875,327.875,48.5,0,1,1,0.1479222264582539,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
EASTERN GREENBRIER MIDDLE SCHOOL,026406,Middle,middle,790.125,0,0,0,0,0,0,0,260.8125,263,266.3125,0,0,0,0,260.8125,790.125,790.125,0,0.3300901756051257,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
WESTERN GREENBRIER MIDDLE SCHOOL,026407,Middle,middle,298.125,0,0,0,0,0,0,0,98.5,100.5625,99.0625,0,0,0,0,98.5,298.125,298.125,0,0.330398323,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
GREENBRIER EAST HIGH SCHOOL,026501,Secondary,high,1081.4375,15.0625,0,0,0,0,0,0,0,0,0,308.5625,262.625,245,250.1875,15.0625,15.0625,0,1066.375,0.013928221,0.013928221,0,0.9860717794602092,FALSE,TRUE,TRUE,high,high,last_reported=Secondary
GREENBRIER WEST HIGH SCHOOL,026502,Secondary,high,390.625,0,0,0,0,0,0,0,0,0,0,106.9375,97.125,92.75,93.8125,0,0,0,390.625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
THE ACHIEVEMENT CENTER,026599,Alternative,alternative,31,0,0,0,0,0,0,0.25,0.5,4.75,4.5,10.5,5,3.25,2.25,0.75,10,10,21,0.024193548,0.3225806451612903,0.3225806451612903,0.6774193548387096,TRUE,FALSE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
AUGUSTA ELEMENTARY SCHOOL,028201,Elementary,elementary,293.1428571428572,21.785714285714285,44.642857142857146,44.71428571428572,45,45.07142857142857,45.21428571428572,46.71428571428572,0,0,0,0,0,0,0,293.1428571428572,293.1428571428572,46.71428571428572,0,1,1,0.1593567251461988,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
JOHN J. CORNWELL,028204,Elementary,,91.58333333333331,10.166666666666666,12.5,12.416666666666666,13.666666666666666,14.583333333333334,13.666666666666666,14.583333333333334,0,0,0,0,0,0,0,91.58333333333331,91.58333333333331,14.583333333333334,0,1,1,0.1592356687898089,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
