year,county_name,fips,school_age_pop,school_age_moe,county
2012,"Morgan County, West Virginia",54065,2838,288.40076282839476,Morgan
2013,"Morgan County, West Virginia",54065,2627,295.2202567575606,Morgan
2014,"Morgan County, West Virginia",54065,2621,260.76426135496405,Morgan
2015,"Morgan County, West Virginia",54065,2621,235.81348561946155,Morgan
2016,"Morgan County, West Virginia",54065,2584,248.35861168882386,Morgan
2017,"Morgan County, West Virginia",54065,2536,224.95777381544298,Morgan
2018,"Morgan County, West Virginia",54065,2560,258.14918167602235,Morgan
2019,"Morgan County, West Virginia",54065,2466,233.03647783126144,Morgan
2020,"Morgan County, West Virginia",54065,2431,251.51938295089704,Morgan
2021,"Morgan County, West Virginia",54065,2361,236.92825918408298,Morgan
2022,"Morgan County, West Virginia",54065,2336,215.74985515638244,Morgan
2023,"Morgan County, West Virginia",54065,2285,183.85592185186746,Morgan
2024,"Morgan County, West Virginia",54065,2275,209.33943727831124,Morgan
2011,"Nicholas County, West Virginia",54067,4009,297.28437564056406,Nicholas
2012,"Nicholas County, West Virginia",54067,3843,248.86140721293046,Nicholas
2013,"Nicholas County, West Virginia",54067,3833,242.0702377410325,Nicholas
2014,"Nicholas County, West Virginia",54067,3807,233.8589318371227,Nicholas
2015,"Nicholas County, West Virginia",54067,3925,255.56603843233944,Nicholas
2016,"Nicholas County, West Virginia",54067,3789,239.44101570115342,Nicholas
2017,"Nicholas County, West Virginia",54067,3785,302.0149002946709,Nicholas
2018,"Nicholas County, West Virginia",54067,3810,303.3380952007182,Nicholas
2019,"Nicholas County, West Virginia",54067,3829,336.09819993567356,Nicholas
2020,"Nicholas County, West Virginia",54067,3842,394.65301215118075,Nicholas
2021,"Nicholas County, West Virginia",54067,3746,304.22031490352515,Nicholas
2022,"Nicholas County, West Virginia",54067,4039,431.6410545812342,Nicholas
2023,"Nicholas County, West Virginia",54067,3927,462.4132351047059,Nicholas
2024,"Nicholas County, West Virginia",54067,3989,464.9913977698942,Nicholas
2011,"Ohio County, West Virginia",54069,6336,299.70318650291324,Ohio
2012,"Ohio County, West Virginia",54069,6227,277.7336853894392,Ohio
2013,"Ohio County, West Virginia",54069,6191,305.430843236239,Ohio
2014,"Ohio County, West Virginia",54069,6144,295.540183393054,Ohio
2015,"Ohio County, West Virginia",54069,6044,329.34632228096916,Ohio
2016,"Ohio County, West Virginia",54069,6032,327.5148851579116,Ohio
2017,"Ohio County, West Virginia",54069,5960,313.1916346264695,Ohio
2018,"Ohio County, West Virginia",54069,5928,308.1038785864274,Ohio
2019,"Ohio County, West Virginia",54069,5891,333.7648873084166,Ohio
2020,"Ohio County, West Virginia",54069,5910,359.89026105189345,Ohio
2021,"Ohio County, West Virginia",54069,6123,359.722114972099,Ohio
2022,"Ohio County, West Virginia",54069,6042,342.1958503547347,Ohio
2023,"Ohio County, West Virginia",54069,6097,371.133399197647,Ohio
2024,"Ohio County, West Virginia",54069,6001,373.4635189680513,Ohio
2011,"Pendleton County, West Virginia",54071,1082,146.2566237816257,Pendleton
2012,"Pendleton County, West Virginia",54071,1061,122.48265183282079,Pendleton
2013,"Pendleton County, West Virginia",54071,1070,130.56416047292612,Pendleton
2014,"Pendleton County, West Virginia",54071,1023,113.53413583587978,Pendleton
2015,"Pendleton County, West Virginia",54071,1011,106.95326081985533,Pendleton
2016,"Pendleton County, West Virginia",54071,984,109.16959283610066,Pendleton
2017,"Pendleton County, West Virginia",54071,962,125.39537471533788,Pendleton
2018,"Pendleton County, West Virginia",54071,949,116.91877522451216,Pendleton
2019,"Pendleton County, West Virginia",54071,964,116.49463506960309,Pendleton
2020,"Pendleton County, West Virginia",54071,872,102.32301793829187,Pendleton
2021,"Pendleton County, West Virginia",54071,822,85.07643622061282,Pendleton
2022,"Pendleton County, West Virginia",54071,822,92.67146270562476,Pendleton
2023,"Pendleton County, West Virginia",54071,857,83.08429454475737,Pendleton
2024,"Pendleton County, West Virginia",54071,853,109.38464243210744,Pendleton
2011,"Pleasants County, West Virginia",54073,1251,175.8095560542714,Pleasants
2012,"Pleasants County, West Virginia",54073,1184,105.8347768930421,Pleasants
2013,"Pleasants County, West Virginia",54073,1160,94.35041070392857,Pleasants
2014,"Pleasants County, West Virginia",54073,1127,89.09545442950498,Pleasants
2015,"Pleasants County, West Virginia",54073,1142,92.33092656309694,Pleasants
2016,"Pleasants County, West Virginia",54073,1149,104.52750834110607,Pleasants
2017,"Pleasants County, West Virginia",54073,1113,114.15778554264269,Pleasants
2018,"Pleasants County, West Virginia",54073,1083,106.92053123698928,Pleasants
2019,"Pleasants County, West Virginia",54073,1120,107.07940978544848,Pleasants
2020,"Pleasants County, West Virginia",54073,1116,129.6148139681572,Pleasants
2021,"Pleasants County, West Virginia",54073,1082,117.89402020458883,Pleasants
2022,"Pleasants County, West Virginia",54073,1099,125.78950671657792,Pleasants
2023,"Pleasants County, West Virginia",54073,1124,103.63397126425292,Pleasants
2024,"Pleasants County, West Virginia",54073,1069,117.43083070471741,Pleasants
2011,"Pocahontas County, West Virginia",54075,1170,165.04544828622207,Pocahontas
2012,"Pocahontas County, West Virginia",54075,1164,136.69674465765453,Pocahontas
2013,"Pocahontas County, West Virginia",54075,1172,145.42351941828392,Pocahontas
2014,"Pocahontas County, West Virginia",54075,1128,120.89251424302499,Pocahontas
2015,"Pocahontas County, West Virginia",54075,1104,94.80506315593065,Pocahontas
2016,"Pocahontas County, West Virginia",54075,1118,101.32620588969075,Pocahontas
2017,"Pocahontas County, West Virginia",54075,1063,101.54309429990796,Pocahontas
2018,"Pocahontas County, West Virginia",54075,1077,86.09297300012354,Pocahontas
2019,"Pocahontas County, West Virginia",54075,1057,107.51278993682565,Pocahontas
2020,"Pocahontas County, West Virginia",54075,1051,154.73525777921463,Pocahontas
2021,"Pocahontas County, West Virginia",54075,1023,130.84723917607127,Pocahontas
2022,"Pocahontas County, West Virginia",54075,1056,143.30387294138285,Pocahontas
2023,"Pocahontas County, West Virginia",54075,1017,131.0953851209111,Pocahontas
2024,"Pocahontas County, West Virginia",54075,1006,101.36567466356647,Pocahontas
2011,"Preston County, West Virginia",54077,4838,291.07387378464597,Preston
2012,"Preston County, West Virginia",54077,4797,269.6738771182704,Preston
2013,"Preston County, West Virginia",54077,4808,247.81646434407864,Preston
2014,"Preston County, West Virginia",54077,4809,256.03124809288414,Preston
2015,"Preston County, West Virginia",54077,4829,282.0567318820808,Preston
2016,"Preston County, West Virginia",54077,4788,272.6334535599034,Preston
2017,"Preston County, West Virginia",54077,4788,264.7564918939666,Preston
2018,"Preston County, West Virginia",54077,4793,248.12899870833317,Preston
2019,"Preston County, West Virginia",54077,4768,241.8677324489565,Preston
2020,"Preston County, West Virginia",54077,4658,296.0506713385396,Preston
2021,"Preston County, West Virginia",54077,4814,261.2336119261838,Preston
2022,"Preston County, West Virginia",54077,4666,247.764000613487,Preston
2023,"Preston County, West Virginia",54077,4564,268.5032588256612,Preston
2024,"Preston County, West Virginia",54077,4568,254.81954399142936,Preston
2011,"Putnam County, West Virginia",54079,9819,490.91139730097933,Putnam
2012,"Putnam County, West Virginia",54079,9736,413.0314757981527,Putnam
2013,"Putnam County, West Virginia",54079,9801,433.98963121254405,Putnam
2014,"Putnam County, West Virginia",54079,9831,444.2262936837485,Putnam
2015,"Putnam County, West Virginia",54079,9826,512.7328739216942,Putnam
2016,"Putnam County, West Virginia",54079,9693,438.5179585832261,Putnam
2017,"Putnam County, West Virginia",54079,9638,444.1846462902562,Putnam
2018,"Putnam County, West Virginia",54079,9692,481.67001152241147,Putnam
2019,"Putnam County, West Virginia",54079,9675,488.43013830024864,Putnam
2020,"Putnam County, West Virginia",54079,9686,590.0660979924198,Putnam
2021,"Putnam County, West Virginia",54079,9968,617.0567234865852,Putnam
2022,"Putnam County, West Virginia",54079,9786,578.542133297135,Putnam
2023,"Putnam County, West Virginia",54079,9795,603.867535143263,Putnam
2024,"Putnam County, West Virginia",54079,9581,578.0986075056746,Putnam
2011,"Raleigh County, West Virginia",54081,11685,610.9451693892014,Raleigh
2012,"Raleigh County, West Virginia",54081,11664,567.1763394218768,Raleigh
2013,"Raleigh County, West Virginia",54081,11711,506.4148497032843,Raleigh
2014,"Raleigh County, West Virginia",54081,11651,572.9345512360029,Raleigh
2015,"Raleigh County, West Virginia",54081,11631,575.8880099463784,Raleigh
2016,"Raleigh County, West Virginia",54081,11835,522.9502844439421,Raleigh
2017,"Raleigh County, West Virginia",54081,11759,570.9220612307778,Raleigh
2018,"Raleigh County, West Virginia",54081,11691,586.0426605632051,Raleigh
2019,"Raleigh County, West Virginia",54081,11669,536.2462121078339,Raleigh
2020,"Raleigh County, West Virginia",54081,11504,546.7924652004634,Raleigh
2021,"Raleigh County, West Virginia",54081,11887,581.258118222877,Raleigh
2022,"Raleigh County, West Virginia",54081,11813,605.1652666834077,Raleigh
2023,"Raleigh County, West Virginia",54081,11851,622.6451637971662,Raleigh
2024,"Raleigh County, West Virginia",54081,11661,528.2205978566152,Raleigh
2011,"Randolph County, West Virginia",54083,4234,288.38862668281496,Randolph
2012,"Randolph County, West Virginia",54083,4243,306.50774867856114,Randolph
2013,"Randolph County, West Virginia",54083,4226,302.9125286283154,Randolph
2014,"Randolph County, West Virginia",54083,4203,297.8657415682441,Randolph
2015,"Randolph County, West Virginia",54083,4188,276.9368158985006,Randolph
2016,"Randolph County, West Virginia",54083,4119,260.710567488163,Randolph
2017,"Randolph County, West Virginia",54083,4085,272.4665117037321,Randolph
2018,"Randolph County, West Virginia",54083,4082,244.45040396775784,Randolph
2019,"Randolph County, West Virginia",54083,4045,272.0533036005996,Randolph
2020,"Randolph County, West Virginia",54083,4141,332.32514199199557,Randolph
2021,"Randolph County, West Virginia",54083,3965,310.0387072608838,Randolph
2022,"Randolph County, West Virginia",54083,3747,279.3975662027141,Randolph
2023,"Randolph County, West Virginia",54083,3756,339.5865132775446,Randolph
2024,"Randolph County, West Virginia",54083,3710,326.77821224800164,Randolph
2011,"Ritchie County, West Virginia",54085,1639,123.60420704814217,Ritchie
2012,"Ritchie County, West Virginia",54085,1643,113.08403954581743,Ritchie
2013,"Ritchie County, West Virginia",54085,1601,134.55853744746187,Ritchie
2014,"Ritchie County, West Virginia",54085,1602,130.18448448259878,Ritchie
2015,"Ritchie County, West Virginia",54085,1610,113.57376457615553,Ritchie
2016,"Ritchie County, West Virginia",54085,1589,124.73171208638162,Ritchie
2017,"Ritchie County, West Virginia",54085,1520,118.16513868311584,Ritchie
2018,"Ritchie County, West Virginia",54085,1498,106.64426848171448,Ritchie
2019,"Ritchie County, West Virginia",54085,1490,113.6221809331259,Ritchie
2020,"Ritchie County, West Virginia",54085,1501,120.51141024815865,Ritchie
2021,"Ritchie County, West Virginia",54085,1371,142.83907028540895,Ritchie
2022,"Ritchie County, West Virginia",54085,1326,130.02307487519283,Ritchie
2023,"Ritchie County, West Virginia",54085,1245,119.97916485790356,Ritchie
2024,"Ritchie County, West Virginia",54085,1249,156.20179256333776,Ritchie
2011,"Roane County, West Virginia",54087,2427,207.1328076379983,Roane
2012,"Roane County, West Virginia",54087,2394,238.97280179970272,Roane
2013,"Roane County, West Virginia",54087,2399,202.65734627691145,Roane
2014,"Roane County, West Virginia",54087,2386,171.3942822850284,Roane
2015,"Roane County, West Virginia",54087,2394,154.26924515275235,Roane
2016,"Roane County, West Virginia",54087,2431,163.38298565028123,Roane
2017,"Roane County, West Virginia",54087,2384,132.91726750125432,Roane
2018,"Roane County, West Virginia",54087,2369,177.15247669733552,Roane
2019,"Roane County, West Virginia",54087,2324,177.6175666987925,Roane
2020,"Roane County, West Virginia",54087,2315,213.84573879317773,Roane
2021,"Roane County, West Virginia",54087,2285,223.76550225626826,Roane
2022,"Roane County, West Virginia",54087,2224,254.11217995208338,Roane
2023,"Roane County, West Virginia",54087,2252,225.14883965945728,Roane
2024,"Roane County, West Virginia",54087,2168,199.83493188129046,Roane
2011,"Summers County, West Virginia",54089,1865,232.18742429339278,Summers
2012,"Summers County, West Virginia",54089,1869,177.1383639983163,Summers
2013,"Summers County, West Virginia",54089,1770,164.85751423577878,Summers
2014,"Summers County, West Virginia",54089,1807,151.02648774304458,Summers
2015,"Summers County, West Virginia",54089,1824,173.53385836775485,Summers
2016,"Summers County, West Virginia",54089,1790,190.22880959518199,Summers
2017,"Summers County, West Virginia",54089,1747,180.46052199858008,Summers
2018,"Summers County, West Virginia",54089,1748,164.46580191638625,Summers
2019,"Summers County, West Virginia",54089,1674,216.8202020107905,Summers
2020,"Summers County, West Virginia",54089,1591,196.64943427327728,Summers
2021,"Summers County, West Virginia",54089,1544,197.81557067126946,Summers
2022,"Summers County, West Virginia",54089,1443,159.28590647009545,Summers
2023,"Summers County, West Virginia",54089,1473,182.55410156991817,Summers
2024,"Summers County, West Virginia",54089,1416,230.21946051539604,Summers
2011,"Taylor County, West Virginia",54091,2614,232.46505113672464,Taylor
2012,"Taylor County, West Virginia",54091,2573,225.27982599425098,Taylor
2013,"Taylor County, West Virginia",54091,2552,196.09181522949905,Taylor
2014,"Taylor County, West Virginia",54091,2517,186.83147486438145,Taylor
2015,"Taylor County, West Virginia",54091,2501,188.05052512556298,Taylor
2016,"Taylor County, West Virginia",54091,2486,194.98717906570164,Taylor
2017,"Taylor County, West Virginia",54091,2504,175.33111532183898,Taylor
2018,"Taylor County, West Virginia",54091,2538,204.1494550568284,Taylor
2019,"Taylor County, West Virginia",54091,2540,203.0615670184784,Taylor
2020,"Taylor County, West Virginia",54091,2511,241.56779586691601,Taylor
2021,"Taylor County, West Virginia",54091,2549,251.45774993028152,Taylor
2022,"Taylor County, West Virginia",54091,2554,267.6901193544506,Taylor
2023,"Taylor County, West Virginia",54091,2580,328.27579868153543,Taylor
2024,"Taylor County, West Virginia",54091,2573,290.21716007155743,Taylor
2011,"Tucker County, West Virginia",54093,1068,111.2160060422959,Tucker
2012,"Tucker County, West Virginia",54093,1064,112.17842929904127,Tucker
2013,"Tucker County, West Virginia",54093,1011,104.04326023342406,Tucker
2014,"Tucker County, West Virginia",54093,980,87.25823743349392,Tucker
2015,"Tucker County, West Virginia",54093,956,75.43871685016919,Tucker
2016,"Tucker County, West Virginia",54093,923,81.18497397917918,Tucker
2017,"Tucker County, West Virginia",54093,935,83.48053665376139,Tucker
2018,"Tucker County, West Virginia",54093,834,63.33245613427605,Tucker
2019,"Tucker County, West Virginia",54093,804,68.89121859859934,Tucker
2020,"Tucker County, West Virginia",54093,759,60.92618484691127,Tucker
2021,"Tucker County, West Virginia",54093,733,75.8617163001207,Tucker
2022,"Tucker County, West Virginia",54093,700,59.135437767890075,Tucker
2023,"Tucker County, West Virginia",54093,717,75.48509786706248,Tucker
2024,"Tucker County, West Virginia",54093,703,82.50454532933323,Tucker
2011,"Tyler County, West Virginia",54095,1481,143.05593311708537,Tyler
2012,"Tyler County, West Virginia",54095,1439,114.76933388322858,Tyler
2013,"Tyler County, West Virginia",54095,1401,114.6778095361086,Tyler
2014,"Tyler County, West Virginia",54095,1393,124.5110436868955,Tyler
2015,"Tyler County, West Virginia",54095,1386,131.59787232322566,Tyler
2016,"Tyler County, West Virginia",54095,1316,106.81760154581266,Tyler
2017,"Tyler County, West Virginia",54095,1305,107.66150658429409,Tyler
2018,"Tyler County, West Virginia",54095,1304,117.49893616539683,Tyler
2019,"Tyler County, West Virginia",54095,1288,103.860483341837,Tyler
2020,"Tyler County, West Virginia",54095,1272,128.07810117268292,Tyler
2021,"Tyler County, West Virginia",54095,1236,120.86355943790502,Tyler
2022,"Tyler County, West Virginia",54095,1187,139.12943613772032,Tyler
2023,"Tyler County, West Virginia",54095,1195,107.54068997360952,Tyler
2024,"Tyler County, West Virginia",54095,1179,135.00370365289984,Tyler
2011,"Upshur County, West Virginia",54097,3546,263.7650469641495,Upshur
2012,"Upshur County, West Virginia",54097,3571,268.53491393113114,Upshur
2013,"Upshur County, West Virginia",54097,3546,215.29514625276622,Upshur
2014,"Upshur County, West Virginia",54097,3564,279.5084971874737,Upshur
2015,"Upshur County, West Virginia",54097,3646,278.4277285041847,Upshur
2016,"Upshur County, West Virginia",54097,3709,313.91718653173484,Upshur
2017,"Upshur County, West Virginia",54097,3672,271.0590341604574,Upshur
2018,"Upshur County, West Virginia",54097,3627,277.1624072633228,Upshur
2019,"Upshur County, West Virginia",54097,3707,309.5561338432821,Upshur
2020,"Upshur County, West Virginia",54097,3653,287.5865087238968,Upshur
2021,"Upshur County, West Virginia",54097,3708,265.6219117467533,Upshur
2022,"Upshur County, West Virginia",54097,3683,255.23910358720508,Upshur
2023,"Upshur County, West Virginia",54097,3729,277.41665415039523,Upshur
2024,"Upshur County, West Virginia",54097,3687,288.9238654040195,Upshur
2011,"Wayne County, West Virginia",54099,7136,382.0091621937882,Wayne
2012,"Wayne County, West Virginia",54099,7006,373.7271732159705,Wayne
2013,"Wayne County, West Virginia",54099,6920,398.1695618703167,Wayne
2014,"Wayne County, West Virginia",54099,6844,362.8305389572383,Wayne
2015,"Wayne County, West Virginia",54099,6866,361.05816705899343,Wayne
2016,"Wayne County, West Virginia",54099,6725,332.64545690569713,Wayne
2017,"Wayne County, West Virginia",54099,6558,350.8332937450492,Wayne
2018,"Wayne County, West Virginia",54099,6470,398.7793876318083,Wayne
2019,"Wayne County, West Virginia",54099,6345,401.48225365512735,Wayne
2020,"Wayne County, West Virginia",54099,6171,404.46631503748245,Wayne
2021,"Wayne County, West Virginia",54099,6273,450.2610354005774,Wayne
2022,"Wayne County, West Virginia",54099,6034,430.4741571801959,Wayne
2023,"Wayne County, West Virginia",54099,5987,393.3662415612199,Wayne
2024,"Wayne County, West Virginia",54099,5884,379.67881162898726,Wayne
2011,"Webster County, West Virginia",54101,1445,179.16193792209327,Webster
2012,"Webster County, West Virginia",54101,1387,144.55102905202716,Webster
2013,"Webster County, West Virginia",54101,1368,133.45036530485783,Webster
2014,"Webster County, West Virginia",54101,1327,133.03758867327684,Webster
2015,"Webster County, West Virginia",54101,1308,110.81516141756055,Webster
2016,"Webster County, West Virginia",54101,1290,166.04818577750254,Webster
2017,"Webster County, West Virginia",54101,1282,202.1311455466475,Webster
2018,"Webster County, West Virginia",54101,1276,216.43012729285172,Webster
2019,"Webster County, West Virginia",54101,1271,206.53813207250616,Webster
2020,"Webster County, West Virginia",54101,1251,215.68031899086202,Webster
2021,"Webster County, West Virginia",54101,1279,135.29966740535616,Webster
2022,"Webster County, West Virginia",54101,1294,144.10065926289164,Webster
2023,"Webster County, West Virginia",54101,1235,150.4991694329241,Webster
2024,"Webster County, West Virginia",54101,1265,185.63404860100422,Webster
2011,"Wetzel County, West Virginia",54103,2628,180.7484439767048,Wetzel
2012,"Wetzel County, West Virginia",54103,2586,176.68899230002984,Wetzel
2013,"Wetzel County, West Virginia",54103,2562,173.66058850527946,Wetzel
2014,"Wetzel County, West Virginia",54103,2533,180.96961070853857,Wetzel
2015,"Wetzel County, West Virginia",54103,2460,185.46158631910814,Wetzel
2016,"Wetzel County, West Virginia",54103,2495,198.47921805569467,Wetzel
2017,"Wetzel County, West Virginia",54103,2426,188.18076416042103,Wetzel
2018,"Wetzel County, West Virginia",54103,2393,209.76892048156228,Wetzel
2019,"Wetzel County, West Virginia",54103,2410,214.83249288690016,Wetzel
2020,"Wetzel County, West Virginia",54103,2306,229.1266025584982,Wetzel
2021,"Wetzel County, West Virginia",54103,2158,193.37528280522307,Wetzel
2022,"Wetzel County, West Virginia",54103,2151,179.45194342776006,Wetzel
2023,"Wetzel County, West Virginia",54103,2217,219.10271563812256,Wetzel
2024,"Wetzel County, West Virginia",54103,2152,177.5556250869006,Wetzel
2011,"Wirt County, West Virginia",54105,951,160.53660018824368,Wirt
2012,"Wirt County, West Virginia",54105,924,137.96376335835436,Wirt
2013,"Wirt County, West Virginia",54105,891,137.08026845611298,Wirt
2014,"Wirt County, West Virginia",54105,929,136.88316185711082,Wirt
2015,"Wirt County, West Virginia",54105,931,137.45180973708568,Wirt
2016,"Wirt County, West Virginia",54105,942,143.9791651594077,Wirt
2017,"Wirt County, West Virginia",54105,994,144.6443915262531,Wirt
2018,"Wirt County, West Virginia",54105,966,158.85528005074303,Wirt
2019,"Wirt County, West Virginia",54105,944,156.88212135230705,Wirt
2020,"Wirt County, West Virginia",54105,925,168.17253045607657,Wirt
2021,"Wirt County, West Virginia",54105,874,148.98993254579318,Wirt
2022,"Wirt County, West Virginia",54105,858,158.3603485724883,Wirt
2023,"Wirt County, West Virginia",54105,853,140.97162835123953,Wirt
2024,"Wirt County, West Virginia",54105,824,150.05665596700467,Wirt
2011,"Wood County, West Virginia",54107,13982,492.04268107553435,Wood
2012,"Wood County, West Virginia",54107,13886,509.73032085603853,Wood
2013,"Wood County, West Virginia",54107,13812,513.6516329186543,Wood
2014,"Wood County, West Virginia",54107,13673,490.9409333107192,Wood
2015,"Wood County, West Virginia",54107,13582,484.0516501366357,Wood
2016,"Wood County, West Virginia",54107,13423,474.51448871451754,Wood
2017,"Wood County, West Virginia",54107,13255,439.4405534312918,Wood
2018,"Wood County, West Virginia",54107,13167,436.2487822332574,Wood
2019,"Wood County, West Virginia",54107,13105,453.67940222143653,Wood
2020,"Wood County, West Virginia",54107,12937,523.7642599490729,Wood
2021,"Wood County, West Virginia",54107,13261,576.4616205785082,Wood
2022,"Wood County, West Virginia",54107,13087,549.7117426433604,Wood
2023,"Wood County, West Virginia",54107,13198,602.9660023583419,Wood
2024,"Wood County, West Virginia",54107,13112,515.5220654831372,Wood
2011,"Wyoming County, West Virginia",54109,3769,261.6409753842085,Wyoming
2012,"Wyoming County, West Virginia",54109,3729,215.10927455598002,Wyoming
2013,"Wyoming County, West Virginia",54109,3719,266.7489456399031,Wyoming
2014,"Wyoming County, West Virginia",54109,3650,261.5167298663701,Wyoming
2015,"Wyoming County, West Virginia",54109,3584,278.8834882168537,Wyoming
2016,"Wyoming County, West Virginia",54109,3565,272.9926738943739,Wyoming
2017,"Wyoming County, West Virginia",54109,3478,289.69294088741617,Wyoming
2018,"Wyoming County, West Virginia",54109,3376,256.99027218943525,Wyoming
2019,"Wyoming County, West Virginia",54109,3352,270.12959852633696,Wyoming
2020,"Wyoming County, West Virginia",54109,3284,281.7552129065228,Wyoming
2021,"Wyoming County, West Virginia",54109,3320,303.64288234700973,Wyoming
2022,"Wyoming County, West Virginia",54109,3271,365.85379593493354,Wyoming
2023,"Wyoming County, West Virginia",54109,3302,341.23452345857385,Wyoming
2024,"Wyoming County, West Virginia",54109,3124,268.5386378158644,Wyoming
