local_school_id,year,district_code,District,school_code,school_name,Enrollment,school_type,reported_type,inferred_type_from_grades,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
96206,2026,96,Wood,206,Emerson Elementary School,348.0,Elementary,Elementary,Elementary,15.0,37.0,45.0,61.0,57.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96208,2026,96,Wood,208,Gihon Elementary School,274.0,Elementary,Elementary,Elementary,46.0,42.0,36.0,45.0,40.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96209,2026,96,Wood,209,Greenmont Elementary School,256.0,Elementary,Elementary,Elementary,35.0,35.0,33.0,43.0,29.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96211,2026,96,Wood,211,Jefferson Elementary Center,484.0,Elementary,Elementary,Elementary,36.0,66.0,62.0,79.0,64.0,90.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96212,2026,96,Wood,212,Kanawha Elementary School,258.0,Elementary,Elementary,Elementary,21.0,36.0,37.0,48.0,40.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96215,2026,96,Wood,215,Lubeck Elementary School,387.0,Elementary,Elementary,Elementary,36.0,57.0,62.0,54.0,55.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96216,2026,96,Wood,216,Madison Elementary School,270.0,Elementary,Elementary,Elementary,41.0,39.0,32.0,35.0,37.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96219,2026,96,Wood,219,Mineral Wells Elementary School,468.0,Elementary,Elementary,Elementary,40.0,80.0,57.0,69.0,80.0,63.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96222,2026,96,Wood,222,Neale Elementary School,336.0,Elementary,Elementary,Elementary,36.0,45.0,56.0,43.0,45.0,69.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96231,2026,96,Wood,231,Vienna Elementary School,287.0,Elementary,Elementary,Elementary,40.0,39.0,43.0,38.0,40.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96235,2026,96,Wood,235,Williamstown Elementary School,517.0,Elementary,Elementary,Elementary,57.0,62.0,71.0,80.0,86.0,80.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96237,2026,96,Wood,237,Franklin Elementary Center,262.0,Elementary,Elementary,Elementary,35.0,46.0,30.0,37.0,36.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96238,2026,96,Wood,238,Martin Elementary School,349.0,Elementary,Elementary,Elementary,47.0,45.0,49.0,62.0,48.0,41.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96401,2026,96,Wood,401,Blennerhassett Middle School,514.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,176.0,176.0,0.0,0.0,0.0,0.0
96402,2026,96,Wood,402,Edison Middle School,538.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,192.0,175.0,0.0,0.0,0.0,0.0
96404,2026,96,Wood,404,Hamilton Middle School,581.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,215.0,187.0,0.0,0.0,0.0,0.0
96405,2026,96,Wood,405,Jackson Middle School,443.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,144.0,153.0,0.0,0.0,0.0,0.0
96501,2026,96,Wood,501,Parkersburg High School,1446.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,352.0,358.0,344.0
96502,2026,96,Wood,502,Parkersburg South High School,1376.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,357.0,310.0,318.0
96503,2026,96,Wood,503,Williamstown High School,653.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,109.0,92.0,109.0,97.0,86.0,88.0
98201,2026,98,Wyoming,201,Baileysville Elementary & Middle School,231.0,Middle,Middle,Middle,8.0,21.0,17.0,27.0,35.0,23.0,18.0,26.0,25.0,31.0,0.0,0.0,0.0,0.0
98202,2026,98,Wyoming,202,Berlin McKinney Elementary School,334.0,Elementary,Elementary,Elementary,51.0,67.0,56.0,61.0,48.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98204,2026,98,Wyoming,204,Glen Fork Elementary & Middle School,160.0,Middle,Middle,Middle,20.0,18.0,17.0,15.0,14.0,19.0,17.0,8.0,18.0,14.0,0.0,0.0,0.0,0.0
98206,2026,98,Wyoming,206,Herndon Cons Elementary & Middle School,136.0,Middle,Middle,Middle,17.0,9.0,17.0,13.0,13.0,15.0,16.0,12.0,10.0,14.0,0.0,0.0,0.0,0.0
98207,2026,98,Wyoming,207,Huff Cons Elementary & Middle School,235.0,Middle,Middle,Middle,22.0,24.0,21.0,23.0,25.0,23.0,24.0,25.0,23.0,25.0,0.0,0.0,0.0,0.0
98211,2026,98,Wyoming,211,Mullens Elementary School,173.0,Elementary,Elementary,Elementary,25.0,38.0,28.0,30.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98212,2026,98,Wyoming,212,Pineville Elementary School,275.0,Elementary,Elementary,Elementary,48.0,64.0,36.0,40.0,45.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98214,2026,98,Wyoming,214,Road Branch Elementary & Middle School,140.0,Middle,Middle,Middle,14.0,16.0,16.0,10.0,12.0,6.0,17.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0
98301,2026,98,Wyoming,301,Mullens Middle School,138.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,36.0,38.0,28.0,36.0,0.0,0.0,0.0,0.0
98302,2026,98,Wyoming,302,Oceana Middle School,215.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,52.0,50.0,54.0,59.0,0.0,0.0,0.0,0.0
98303,2026,98,Wyoming,303,Pineville Middle School,192.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,44.0,37.0,44.0,67.0,0.0,0.0,0.0,0.0
98507,2026,98,Wyoming,507,Wyoming County East High School,400.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,100.0,109.0,84.0
98508,2026,98,Wyoming,508,Westside High School,504.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,111.0,123.0,120.0
101101,2026,101,WV Academy,101,West Virginia Academy,255.0,Secondary,Secondary,Secondary,20.0,28.0,28.0,15.0,26.0,20.0,22.0,15.0,21.0,19.0,13.0,9.0,11.0,8.0
102102,2026,102,EP Prep Academy,102,Eastern Panhandle Preparatory Academy,340.0,Middle,Middle,Middle,56.0,58.0,43.0,48.0,34.0,28.0,23.0,16.0,20.0,14.0,0.0,0.0,0.0,0.0
104104,2026,104,Vrt Prep Academy,104,Virtual Preparatory Academy of West Virginia,961.0,Secondary,Secondary,Secondary,0.0,24.0,37.0,37.0,53.0,60.0,53.0,49.0,111.0,114.0,110.0,121.0,105.0,87.0
105105,2026,105,WV Virt Academy,105,West Virginia Virtual Academy,2480.0,Secondary,Secondary,Secondary,1.0,102.0,115.0,103.0,118.0,106.0,157.0,161.0,208.0,275.0,298.0,327.0,288.0,221.0
106106,2026,106,WIN Academy,106,WIN Academy at BVCTC,45.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0
108108,2026,108,CC Academy,108,Clarksburg Classical Academy,117.0,Elementary,Elementary,Middle,20.0,15.0,16.0,16.0,14.0,20.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
109109,2026,109,Wisdom Acad,109,Wisdom Academy,45.0,Elementary,Elementary,Middle,3.0,9.0,6.0,2.0,11.0,5.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
2101,2025,2,Barbour,101,Kasson Elementary/Middle School,179.0,Middle,Middle,Middle,20.0,17.0,18.0,19.0,18.0,11.0,17.0,15.0,23.0,21.0,0.0,0.0,0.0,0.0
2201,2025,2,Barbour,201,Belington Elementary,277.0,Elementary,Elementary,Elementary,44.0,38.0,45.0,55.0,41.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,2025,2,Barbour,202,Junior Elementary,111.0,Elementary,Elementary,Elementary,19.0,20.0,24.0,20.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,2025,2,Barbour,204,Philippi Elementary School,387.0,Elementary,Elementary,Elementary,58.0,64.0,66.0,66.0,56.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,2025,2,Barbour,302,Belington Middle School,248.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,70.0,56.0,0.0,0.0,0.0,0.0
2303,2025,2,Barbour,303,Philippi Middle School,244.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,46.0,64.0,64.0,70.0,0.0,0.0,0.0,0.0
2501,2025,2,Barbour,501,Philip Barbour High School Complex,520.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,140.0,125.0,116.0
4201,2025,4,Berkeley,201,Back Creek Valley Elementary School,148.0,Primary,Primary,Primary,24.0,32.0,51.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4202,2025,4,Berkeley,202,Bedington Elementary School,216.0,Primary,Primary,Primary,30.0,56.0,58.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4203,2025,4,Berkeley,203,Berkeley Heights Elementary School,678.0,Primary,Primary,Primary,233.0,145.0,149.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4204,2025,4,Berkeley,204,Bunker Hill Elementary,425.0,Elementary,Elementary,Elementary,21.0,83.0,104.0,119.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4205,2025,4,Berkeley,205,Burke Street Elementary School,157.0,Elementary,Elementary,Elementary,14.0,46.0,39.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4206,2025,4,Berkeley,206,Gerrardstown Elementary School,222.0,Primary,Primary,Primary,21.0,64.0,74.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4207,2025,4,Berkeley,207,Hedgesville Elementary School,642.0,Primary,Primary,Primary,90.0,206.0,165.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4208,2025,4,Berkeley,208,Inwood Primary School,152.0,Primary,Primary,Primary,29.0,28.0,44.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4209,2025,4,Berkeley,209,Marlowe Elementary School,287.0,Primary,Primary,Primary,85.0,59.0,75.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4210,2025,4,Berkeley,210,Opequon Elementary School,431.0,Primary,Primary,Primary,36.0,123.0,146.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4211,2025,4,Berkeley,211,Rosemont Elementary School,419.0,Elementary,Elementary,Elementary,1.0,110.0,100.0,99.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4212,2025,4,Berkeley,212,Tuscarora Elementary School,332.0,Primary,Primary,Primary,120.0,66.0,60.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4213,2025,4,Berkeley,213,Valley View Elementary School,426.0,Primary,Primary,Primary,30.0,127.0,131.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,2025,4,Berkeley,214,Winchester Avenue Elementary School,343.0,Elementary,Elementary,Elementary,217.0,36.0,36.0,34.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,2025,4,Berkeley,215,Tomahawk Intermediate School,627.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,195.0,244.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4216,2025,4,Berkeley,216,Potomack Intermediate School,870.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,300.0,308.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,2025,4,Berkeley,217,Mill Creek Intermediate School,553.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,117.0,242.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,2025,4,Berkeley,218,Eagle School Intermediate,619.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,193.0,206.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,2025,4,Berkeley,219,Orchard View Intermediate School,714.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,165.0,292.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,2025,4,Berkeley,220,Mountain Ridge Intermediate,575.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,199.0,184.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,2025,4,Berkeley,221,Spring Mills Primary,544.0,Primary,Primary,Primary,41.0,161.0,168.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4301,2025,4,Berkeley,301,Hedgesville Middle School,776.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,265.0,272.0,0.0,0.0,0.0,0.0
4302,2025,4,Berkeley,302,Martinsburg North Middle School,605.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,185.0,212.0,0.0,0.0,0.0,0.0
4303,2025,4,Berkeley,303,Martinsburg South Middle School,787.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,259.0,263.0,0.0,0.0,0.0,0.0
4304,2025,4,Berkeley,304,Musselman Middle School,651.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,208.0,219.0,0.0,0.0,0.0,0.0
4305,2025,4,Berkeley,305,Spring Mills Middle School,945.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,304.0,307.0,0.0,0.0,0.0,0.0
4306,2025,4,Berkeley,306,Mountain Ridge Middle School,619.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,208.0,200.0,0.0,0.0,0.0,0.0
4501,2025,4,Berkeley,501,Hedgesville High School,1346.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,359.0,304.0,321.0
4502,2025,4,Berkeley,502,Martinsburg High School,1505.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,373.0,381.0,350.0
4503,2025,4,Berkeley,503,Musselman High School,1725.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,448.0,403.0,380.0
4504,2025,4,Berkeley,504,Spring Mills High School,1544.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,384.0,401.0,376.0
4599,2025,4,Berkeley,599,Pikeside Transitional School,64.0,Alternative,Alternative,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,17.0,14.0,17.0
6102,2025,6,Boone,102,Whitesville Elementary School,100.0,Elementary,Elementary,Elementary,12.0,12.0,16.0,17.0,18.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6201,2025,6,Boone,201,Ashford-rumble Elementary,140.0,Elementary,Elementary,Elementary,14.0,21.0,23.0,15.0,26.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6207,2025,6,Boone,207,Madison Elementary,267.0,Elementary,Elementary,Elementary,36.0,41.0,38.0,44.0,40.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6212,2025,6,Boone,212,Ramage Elementary,196.0,Elementary,Elementary,Elementary,37.0,25.0,28.0,33.0,20.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6215,2025,6,Boone,215,Van Elementary,146.0,Elementary,Elementary,Elementary,17.0,22.0,24.0,17.0,22.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6219,2025,6,Boone,219,Sherman Elementary School,234.0,Elementary,Elementary,Elementary,33.0,35.0,43.0,32.0,41.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6220,2025,6,Boone,220,Brookview Elementary,317.0,Elementary,Elementary,Elementary,49.0,43.0,48.0,49.0,45.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6301,2025,6,Boone,301,Madison Middle School,398.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,120.0,147.0,0.0,0.0,0.0,0.0
6401,2025,6,Boone,401,Sherman Junior High School,213.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,70.0,75.0,0.0,0.0,0.0,0.0
6501,2025,6,Boone,501,Scott High School,564.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,151.0,129.0,141.0
6502,2025,6,Boone,502,Sherman High School,316.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,91.0,67.0,85.0
6503,2025,6,Boone,503,Van Junior/Senior High School,157.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,15.0,16.0,26.0,20.0,28.0
8101,2025,8,Braxton,101,Burnsville Elementary School,87.0,Elementary,Elementary,Elementary,10.0,17.0,9.0,10.0,5.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8201,2025,8,Braxton,201,Davis Elementary School,141.0,Elementary,Elementary,Elementary,20.0,19.0,18.0,19.0,18.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8202,2025,8,Braxton,202,Flatwoods Elementary School,106.0,Elementary,Elementary,Elementary,9.0,13.0,15.0,23.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8203,2025,8,Braxton,203,Frametown Elementary School,142.0,Elementary,Elementary,Elementary,12.0,23.0,25.0,21.0,19.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8204,2025,8,Braxton,204,Little Birch Elementary School,77.0,Elementary,Elementary,Elementary,8.0,12.0,10.0,8.0,12.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8205,2025,8,Braxton,205,Sutton Elementary School,157.0,Elementary,Elementary,Elementary,17.0,23.0,23.0,23.0,27.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8303,2025,8,Braxton,303,Braxton County Middle School,376.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,125.0,128.0,0.0,0.0,0.0,0.0
8501,2025,8,Braxton,501,Braxton County High School,481.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,137.0,120.0,104.0
10208,2025,10,Brooke,208,Brooke Primary School North,257.0,Primary,Primary,Primary,0.0,90.0,88.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10209,2025,10,Brooke,209,Brooke Primary School South,203.0,Primary,Primary,Primary,0.0,63.0,63.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10210,2025,10,Brooke,210,Brooke Intermediate School North,172.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,90.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10211,2025,10,Brooke,211,Brooke Intermediate School South,121.0,Elementary,Elementary,Elementary,0.0,0.0,0.0,0.0,63.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304,2025,10,Brooke,304,Brooke Middle School,605.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,120.0,166.0,148.0,171.0,0.0,0.0,0.0,0.0
10502,2025,10,Brooke,502,Brooke High School,848.0,Secondary,Secondary,Secondary,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,181.0,196.0,190.0
12203,2025,12,Cabell,203,Altizer Elementary School,207.0,Elementary,Elementary,Elementary,32.0,33.0,23.0,36.0,23.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12218,2025,12,Cabell,218,Cox Landing Elementary School,206.0,Elementary,Elementary,Elementary,19.0,31.0,29.0,29.0,31.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12221,2025,12,Cabell,221,Culloden Elementary School,194.0,Elementary,Elementary,Elementary,20.0,27.0,28.0,36.0,26.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12224,2025,12,Cabell,224,Davis Creek Elementary School,235.0,Elementary,Elementary,Elementary,32.0,34.0,39.0,30.0,29.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12227,2025,12,Cabell,227,Explorer Academy,373.0,Elementary,Elementary,Elementary,70.0,61.0,44.0,49.0,65.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12236,2025,12,Cabell,236,Guyandotte Elementary School,232.0,Elementary,Elementary,Elementary,56.0,25.0,31.0,32.0,39.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12239,2025,12,Cabell,239,Highlawn Elementary School,312.0,Elementary,Elementary,Elementary,64.0,51.0,29.0,51.0,37.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12242,2025,12,Cabell,242,Hite Saunders Elementary School,224.0,Elementary,Elementary,Elementary,16.0,41.0,40.0,39.0,32.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12251,2025,12,Cabell,251,Martha Elementary School,202.0,Elementary,Elementary,Elementary,19.0,30.0,28.0,38.0,27.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12254,2025,12,Cabell,254,Meadows Elementary School,250.0,Elementary,Elementary,Elementary,51.0,31.0,32.0,32.0,35.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12263,2025,12,Cabell,263,Milton Elementary School,505.0,Elementary,Elementary,Elementary,75.0,70.0,72.0,88.0,76.0,52.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12269,2025,12,Cabell,269,Nichols Elementary School,230.0,Elementary,Elementary,Elementary,16.0,29.0,52.0,32.0,31.0,32.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12272,2025,12,Cabell,272,Ona Elementary School,291.0,Elementary,Elementary,Elementary,20.0,53.0,47.0,49.0,41.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12285,2025,12,Cabell,285,Salt Rock Elementary School,228.0,Elementary,Elementary,Elementary,17.0,35.0,38.0,29.0,38.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12287,2025,12,Cabell,287,Spring Hill Elementary School,381.0,Elementary,Elementary,Elementary,47.0,51.0,61.0,49.0,62.0,63.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12290,2025,12,Cabell,290,Central City Elementary School,405.0,Elementary,Elementary,Elementary,57.0,63.0,58.0,66.0,64.0,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12291,2025,12,Cabell,291,Village Of Barboursville Elementary Sch,565.0,Elementary,Elementary,Elementary,44.0,77.0,93.0,80.0,97.0,92.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12292,2025,12,Cabell,292,Southside Elementary,383.0,Elementary,Elementary,Elementary,40.0,60.0,49.0,47.0,56.0,73.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12301,2025,12,Cabell,301,Barboursville Middle School,697.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,246.0,230.0,0.0,0.0,0.0,0.0
12308,2025,12,Cabell,308,Milton Middle School,555.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,183.0,187.0,0.0,0.0,0.0,0.0
12310,2025,12,Cabell,310,Huntington Middle School,601.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,206.0,188.0,0.0,0.0,0.0,0.0
12311,2025,12,Cabell,311,Huntington East Middle School,546.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,190.0,174.0,0.0,0.0,0.0,0.0
12502,2025,12,Cabell,502,Crossroads Academy,43.0,Alternative,Alternative,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,11.0,13.0,5.0
12550,2025,12,Cabell,550,Cabell Midland High School,1638.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,411.0,400.0,395.0
12560,2025,12,Cabell,560,Huntington High School,1661.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,424.0,348.0,395.0
14201,2025,14,Calhoun,201,Arnoldsburg School,139.0,Elementary,Elementary,Elementary,20.0,31.0,17.0,33.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14203,2025,14,Calhoun,203,Pleasant Hill School,152.0,Elementary,Elementary,Elementary,15.0,26.0,27.0,30.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14501,2025,14,Calhoun,501,Calhoun Middle/High School,498.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,46.0,59.0,68.0,70.0,58.0,73.0,62.0,62.0
16202,2025,16,Clay,202,Clay Elementary School,421.0,Elementary,Elementary,Elementary,51.0,73.0,63.0,46.0,73.0,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16209,2025,16,Clay,209,Big Otter Elementary School,169.0,Elementary,Elementary,Elementary,19.0,17.0,24.0,18.0,37.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16301,2025,16,Clay,301,Clay Middle School,302.0,Middle,Middle,Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,79.0,125.0,0.0,0.0,0.0,0.0
16501,2025,16,Clay,501,Clay County High School,520.0,Secondary,Secondary,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,141.0,118.0,129.0
18211,2025,18,Doddridge,211,Doddridge County Elementary School,331.0,Elementary,Elementary,Elementary,0.0,0.0,93.0,87.0,80.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
